Year,Age_Group,County,Number of Visits,Age-adjusted rate,NO2 AQI_mean,NO2 AQI_max,NO2 AQI_min,O3 AQI_mean,O3 AQI_max,O3 AQI_min,SO2 AQI_mean,SO2 AQI_max,SO2 AQI_min,CO AQI_mean,CO AQI_max,CO AQI_min,county
2009,0,ORANGE,69.67948717948718,23.753270977346155,23.68421052631579,63.0,0.0,35.229916897506925,90.0,5.0,2.772853185595568,13.0,0.0,5.2105263157894735,25.0,0.0,ORANGE
2009,1,ORANGE,53.0,46.02695869089744,23.68421052631579,63.0,0.0,35.229916897506925,90.0,5.0,2.772853185595568,13.0,0.0,5.2105263157894735,25.0,0.0,ORANGE
2009,0,RIVERSIDE,86.59677419354838,38.52646947096774,29.71976401179941,77.0,2.0,51.259587020648965,161.0,2.0,3.0648967551622417,16.0,1.0,6.776119402985074,22.0,0.0,RIVERSIDE
2009,1,RIVERSIDE,65.41935483870968,63.2337508932258,29.71976401179941,77.0,2.0,51.259587020648965,161.0,2.0,3.0648967551622417,16.0,1.0,6.776119402985074,22.0,0.0,RIVERSIDE
2009,0,SACRAMENTO,135.79545454545453,60.35111940045454,20.174885844748857,48.0,3.0,38.61643835616438,145.5,4.5,1.2776255707762556,4.0,0.0,6.667123287671233,25.5,2.0,SACRAMENTO
2009,1,SACRAMENTO,63.5,65.10431507568181,20.174885844748857,48.0,3.0,38.61643835616438,145.5,4.5,1.2776255707762556,4.0,0.0,6.667123287671233,25.5,2.0,SACRAMENTO
2009,0,SAN BERNARDINO,12.0,79.58078797,34.701369863013696,70.0,10.5,51.56849315068493,145.0,11.0,2.1315068493150684,22.0,0.0,5.597260273972603,13.5,1.0,SAN BERNARDINO
2009,1,SAN BERNARDINO,0.0,0.0,34.701369863013696,70.0,10.5,51.56849315068493,145.0,11.0,2.1315068493150684,22.0,0.0,5.597260273972603,13.5,1.0,SAN BERNARDINO
2009,0,SAN DIEGO,76.825,24.8140725356375,30.468949771689495,71.33333333333333,5.666666666666667,33.69360730593607,76.0,12.666666666666666,5.804109589041096,17.0,0.3333333333333333,9.652054794520549,27.0,2.6666666666666665,SAN DIEGO
2009,1,SAN DIEGO,63.825,56.694446328875,30.468949771689495,71.33333333333333,5.666666666666667,33.69360730593607,76.0,12.666666666666666,5.804109589041096,17.0,0.3333333333333333,9.652054794520549,27.0,2.6666666666666665,SAN DIEGO
2009,0,SANTA BARBARA,43.5,21.014782156875,5.997716894977168,27.0,0.6666666666666666,33.95972602739726,84.25,18.666666666666668,1.754931506849315,5.666666666666667,0.0,2.0140182648401828,4.25,0.3333333333333333,SANTA BARBARA
2009,1,SANTA BARBARA,36.8125,49.662205868125,5.997716894977168,27.0,0.6666666666666666,33.95972602739726,84.25,18.666666666666668,1.754931506849315,5.666666666666667,0.0,2.0140182648401828,4.25,0.3333333333333333,SANTA BARBARA
2009,0,SANTA CLARA,71.13461538461539,29.70135701857692,23.29206349206349,67.0,4.0,24.933333333333334,77.0,2.0,0.7746031746031746,9.0,0.0,5.888888888888889,24.0,1.0,SANTA CLARA
2009,1,SANTA CLARA,36.36538461538461,33.546001424423075,23.29206349206349,67.0,4.0,24.933333333333334,77.0,2.0,0.7746031746031746,9.0,0.0,5.888888888888889,24.0,1.0,SANTA CLARA
2009,0,SANTA CRUZ,37.46153846153846,19.75645129076923,4.018315018315018,16.0,1.0,28.761904761904763,71.0,13.0,2.3626373626373627,7.0,0.0,4.227106227106227,58.0,1.0,SANTA CRUZ
2009,1,SANTA CRUZ,24.692307692307693,23.030912575384612,4.018315018315018,16.0,1.0,28.761904761904763,71.0,13.0,2.3626373626373627,7.0,0.0,4.227106227106227,58.0,1.0,SANTA CRUZ
2009,0,SOLANO,172.54545454545453,58.035695975454544,18.024861878453038,46.0,2.0,26.787292817679557,93.0,4.0,2.4613259668508287,14.0,0.0,6.276243093922652,25.0,1.0,SOLANO
2009,1,SOLANO,86.9090909090909,78.47528001181819,18.024861878453038,46.0,2.0,26.787292817679557,93.0,4.0,2.4613259668508287,14.0,0.0,6.276243093922652,25.0,1.0,SOLANO
2012,0,ALAMEDA,149.82608695652175,57.52173913043478,23.867605633802818,50.0,5.0,22.71267605633803,41.0,3.0,2.9661971830985916,91.0,0.0,7.343661971830986,27.0,2.0,ALAMEDA
2012,1,ALAMEDA,62.91304347826087,74.8695652173913,23.867605633802818,50.0,5.0,22.71267605633803,41.0,3.0,2.9661971830985916,91.0,0.0,7.343661971830986,27.0,2.0,ALAMEDA
2012,0,FRESNO,82.3,45.75,23.278145695364238,62.0,4.0,53.73841059602649,201.0,3.0,1.2483443708609272,11.0,0.0,6.543046357615894,24.0,1.0,FRESNO
2012,1,FRESNO,92.275,118.26500000000001,23.278145695364238,62.0,4.0,53.73841059602649,201.0,3.0,1.2483443708609272,11.0,0.0,6.543046357615894,24.0,1.0,FRESNO
2012,0,HUMBOLDT,58.63636363636363,70.58181818181818,3.510018214936248,13.5,0.0,26.03688524590164,41.0,10.5,0.037795992714025506,1.5,0.0,3.831967213114754,7.0,1.0,HUMBOLDT
2012,1,HUMBOLDT,16.0,51.33636363636364,3.510018214936248,13.5,0.0,26.03688524590164,41.0,10.5,0.037795992714025506,1.5,0.0,3.831967213114754,7.0,1.0,HUMBOLDT
2012,0,IMPERIAL,69.22222222222223,76.46666666666667,31.414110429447852,90.0,2.0,40.61656441717791,150.0,5.0,2.441717791411043,21.0,0.0,10.024539877300613,55.0,1.0,IMPERIAL
2012,1,IMPERIAL,81.88888888888889,170.0111111111111,31.414110429447852,90.0,2.0,40.61656441717791,150.0,5.0,2.441717791411043,21.0,0.0,10.024539877300613,55.0,1.0,IMPERIAL
2012,0,LOS ANGELES,107.90114068441065,37.36083650190114,31.56722829386764,77.5,5.0,34.707710989678205,84.0,3.5,1.9996964177292047,26.0,0.0,7.7414617486338795,28.5,2.0,LOS ANGELES
2012,1,LOS ANGELES,77.55133079847909,72.78555133079847,31.56722829386764,77.5,5.0,34.707710989678205,84.0,3.5,1.9996964177292047,26.0,0.0,7.7414617486338795,28.5,2.0,LOS ANGELES
2012,0,ORANGE,71.325,23.6575,18.78012048192771,53.0,2.0,33.67168674698795,101.0,11.0,0.2680722891566265,9.0,0.0,3.433734939759036,17.0,0.0,ORANGE
2012,1,ORANGE,49.95,46.54,18.78012048192771,53.0,2.0,33.67168674698795,101.0,11.0,0.2680722891566265,9.0,0.0,3.433734939759036,17.0,0.0,ORANGE
2012,0,RIVERSIDE,89.125,37.1140625,27.035587188612098,58.0,6.0,51.60142348754449,166.0,3.0,0.2775800711743772,3.0,0.0,6.330960854092527,18.0,1.0,RIVERSIDE
2012,1,RIVERSIDE,61.421875,60.0921875,27.035587188612098,58.0,6.0,51.60142348754449,166.0,3.0,0.2775800711743772,3.0,0.0,6.330960854092527,18.0,1.0,RIVERSIDE
2012,0,SACRAMENTO,143.11111111111111,60.53777777777778,16.697986577181208,48.0,3.0,41.895973154362416,151.0,9.0,0.36577181208053694,4.0,0.0,4.785234899328859,23.0,1.0,SACRAMENTO
2012,1,SACRAMENTO,61.977777777777774,67.22888888888889,16.697986577181208,48.0,3.0,41.895973154362416,151.0,9.0,0.36577181208053694,4.0,0.0,4.785234899328859,23.0,1.0,SACRAMENTO
2012,0,SAN DIEGO,84.17105263157895,26.102631578947367,20.374301675977655,56.0,5.0,37.444134078212294,97.0,2.0,0.008379888268156424,1.0,0.0,5.212290502793296,22.0,2.0,SAN DIEGO
2012,1,SAN DIEGO,66.55263157894737,64.57894736842105,20.374301675977655,56.0,5.0,37.444134078212294,97.0,2.0,0.008379888268156424,1.0,0.0,5.212290502793296,22.0,2.0,SAN DIEGO
2012,0,SANTA BARBARA,45.64705882352941,22.08823529411765,4.6237704918032785,18.0,1.0,34.79890710382514,62.0,20.0,2.895719489981785,33.0,0.6666666666666666,2.178142076502732,4.666666666666667,0.6666666666666666,SANTA BARBARA
2012,1,SANTA BARBARA,38.1764705882353,52.60588235294117,4.6237704918032785,18.0,1.0,34.79890710382514,62.0,20.0,2.895719489981785,33.0,0.6666666666666666,2.178142076502732,4.666666666666667,0.6666666666666666,SANTA BARBARA
2012,0,SANTA CLARA,70.32692307692308,31.903846153846153,19.510928961748633,53.5,4.5,27.972677595628415,61.0,6.0,1.633879781420765,20.5,0.0,5.472677595628415,15.0,2.0,SANTA CLARA
2012,1,SANTA CLARA,34.80769230769231,34.20384615384615,19.510928961748633,53.5,4.5,27.972677595628415,61.0,6.0,1.633879781420765,20.5,0.0,5.472677595628415,15.0,2.0,SANTA CLARA
2012,0,SOLANO,201.0909090909091,69.12727272727273,17.363387978142075,49.0,1.0,27.939890710382514,58.0,8.0,1.046448087431694,20.0,0.0,6.448087431693989,25.0,2.0,SOLANO
2012,1,SOLANO,96.18181818181819,107.56363636363636,17.363387978142075,49.0,1.0,27.939890710382514,58.0,8.0,1.046448087431694,20.0,0.0,6.448087431693989,25.0,2.0,SOLANO
2013,0,ALAMEDA,144.6304347826087,55.50652173913044,25.1510989010989,61.0,5.0,21.02747252747253,50.0,3.0,2.491758241758242,67.0,0.0,8.043956043956044,36.0,2.0,ALAMEDA
2013,1,ALAMEDA,82.38461538461539,100.31794871794872,25.1510989010989,61.0,5.0,21.02747252747253,50.0,3.0,2.491758241758242,67.0,0.0,8.043956043956044,36.0,2.0,ALAMEDA
2013,0,CONTRA COSTA,129.0,48.69444444444444,15.813698630136987,34.666666666666664,3.0,29.459817351598176,78.0,9.0,1.209132420091324,6.666666666666667,0.0,4.42283105022831,9.666666666666666,2.0,CONTRA COSTA
2013,1,CONTRA COSTA,76.48275862068965,82.31724137931033,15.813698630136987,34.666666666666664,3.0,29.459817351598176,78.0,9.0,1.209132420091324,6.666666666666667,0.0,4.42283105022831,9.666666666666666,2.0,CONTRA COSTA
2013,0,FRESNO,92.0,55.60277777777778,23.65,57.0,3.0,44.75555555555555,145.0,3.0,0.8777777777777778,7.0,0.0,7.325,26.0,0.0,FRESNO
2013,1,FRESNO,108.08823529411765,131.7264705882353,23.65,57.0,3.0,44.75555555555555,145.0,3.0,0.8777777777777778,7.0,0.0,7.325,26.0,0.0,FRESNO
2013,0,HUMBOLDT,74.625,70.55,4.561643835616438,27.0,0.0,23.53698630136986,41.5,9.0,0.021917808219178082,0.5,0.0,3.682191780821918,9.0,1.0,HUMBOLDT
2013,1,HUMBOLDT,26.6,67.8,4.561643835616438,27.0,0.0,23.53698630136986,41.5,9.0,0.021917808219178082,0.5,0.0,3.682191780821918,9.0,1.0,HUMBOLDT
2013,0,IMPERIAL,77.28571428571429,49.81428571428571,30.34393063583815,111.0,2.0,50.71965317919075,182.0,12.0,2.6098265895953756,14.0,0.0,9.855491329479769,56.0,1.0,IMPERIAL
2013,1,IMPERIAL,107.66666666666667,141.0,30.34393063583815,111.0,2.0,50.71965317919075,182.0,12.0,2.6098265895953756,14.0,0.0,9.855491329479769,56.0,1.0,IMPERIAL
2013,0,LOS ANGELES,113.06589147286822,38.73875968992248,31.257397260273976,70.0,5.25,35.75406392694064,90.6,9.25,1.5372146118721461,11.0,0.0,7.940821917808219,23.0,1.75,LOS ANGELES
2013,1,LOS ANGELES,87.77631578947368,81.11359649122808,31.257397260273976,70.0,5.25,35.75406392694064,90.6,9.25,1.5372146118721461,11.0,0.0,7.940821917808219,23.0,1.75,LOS ANGELES
2013,0,ORANGE,74.34615384615384,24.567948717948717,21.022653721682847,73.0,2.0,38.566343042071196,143.0,7.0,0.5372168284789643,6.0,0.0,4.935275080906149,23.0,0.0,ORANGE
2013,1,ORANGE,54.47142857142857,51.71,21.022653721682847,73.0,2.0,38.566343042071196,143.0,7.0,0.5372168284789643,6.0,0.0,4.935275080906149,23.0,0.0,ORANGE
2013,0,RIVERSIDE,89.18032786885246,35.162295081967216,27.0,56.0,5.0,54.32923076923077,195.0,2.0,0.30153846153846153,10.0,0.0,7.006153846153846,20.5,2.0,RIVERSIDE
2013,1,RIVERSIDE,68.33333333333333,63.67777777777778,27.0,56.0,5.0,54.32923076923077,195.0,2.0,0.30153846153846153,10.0,0.0,7.006153846153846,20.5,2.0,RIVERSIDE
2013,0,SACRAMENTO,145.77272727272728,62.23863636363637,16.923357664233578,42.0,1.0,42.36496350364963,154.0,6.0,0.5802919708029197,7.0,0.0,6.240875912408759,24.0,1.0,SACRAMENTO
2013,1,SACRAMENTO,79.75675675675676,86.82162162162163,16.923357664233578,42.0,1.0,42.36496350364963,154.0,6.0,0.5802919708029197,7.0,0.0,6.240875912408759,24.0,1.0,SACRAMENTO
2013,0,SAN BERNARDINO,132.27272727272728,57.374545454545455,31.45433789954338,62.0,2.0,63.977168949771695,166.5,13.0,1.1931506849315068,6.0,0.0,4.175342465753425,12.0,0.0,SAN BERNARDINO
2013,1,SAN BERNARDINO,107.80851063829788,86.88723404255319,31.45433789954338,62.0,2.0,63.977168949771695,166.5,13.0,1.1931506849315068,6.0,0.0,4.175342465753425,12.0,0.0,SAN BERNARDINO
2013,0,SAN DIEGO,90.74324324324324,28.53783783783784,20.15406976744186,48.0,4.0,40.79360465116279,126.0,9.0,0.005813953488372093,1.0,0.0,5.093023255813954,14.0,2.0,SAN DIEGO
2013,1,SAN DIEGO,67.0,64.84,20.15406976744186,48.0,4.0,40.79360465116279,126.0,9.0,0.005813953488372093,1.0,0.0,5.093023255813954,14.0,2.0,SAN DIEGO
2013,0,SANTA BARBARA,68.91666666666667,27.675,4.793150684931507,17.333333333333332,0.3333333333333333,36.327853881278536,104.33333333333331,16.333333333333332,2.8086757990867577,37.0,0.6666666666666666,2.1452054794520548,6.0,0.6666666666666666,SANTA BARBARA
2013,1,SANTA BARBARA,55.09090909090909,74.53636363636363,4.793150684931507,17.333333333333332,0.3333333333333333,36.327853881278536,104.33333333333331,16.333333333333332,2.8086757990867577,37.0,0.6666666666666666,2.1452054794520548,6.0,0.6666666666666666,SANTA BARBARA
2013,0,SANTA CLARA,76.10416666666667,26.791666666666668,20.79041095890411,47.0,3.5,27.617808219178084,106.5,1.5,0.8849315068493151,9.5,0.0,6.123287671232877,17.5,2.0,SANTA CLARA
2013,1,SANTA CLARA,41.36585365853659,40.880487804878044,20.79041095890411,47.0,3.5,27.617808219178084,106.5,1.5,0.8849315068493151,9.5,0.0,6.123287671232877,17.5,2.0,SANTA CLARA
2013,0,SOLANO,197.0,68.42727272727272,18.693150684931506,46.0,1.0,30.194520547945206,93.0,8.0,0.8958904109589041,11.0,0.0,6.6219178082191785,26.0,2.0,SOLANO
2013,1,SOLANO,95.5,101.47,18.693150684931506,46.0,1.0,30.194520547945206,93.0,8.0,0.8958904109589041,11.0,0.0,6.6219178082191785,26.0,2.0,SOLANO
2014,0,ALAMEDA,142.77272727272728,53.652272727272724,23.06027397260274,53.0,5.0,25.654794520547945,64.0,4.0,2.1013698630136988,23.0,0.0,7.8493150684931505,30.0,3.0,ALAMEDA
2014,1,ALAMEDA,88.5,112.88499999999999,23.06027397260274,53.0,5.0,25.654794520547945,64.0,4.0,2.1013698630136988,23.0,0.0,7.8493150684931505,30.0,3.0,ALAMEDA
2014,0,CONTRA COSTA,128.73529411764707,46.00588235294118,13.504109589041096,41.0,2.6666666666666665,32.78219178082192,99.0,6.666666666666667,1.7744292237442922,17.0,0.0,4.816438356164384,8.666666666666666,2.0,CONTRA COSTA
2014,1,CONTRA COSTA,79.79310344827586,88.0206896551724,13.504109589041096,41.0,2.6666666666666665,32.78219178082192,99.0,6.666666666666667,1.7744292237442922,17.0,0.0,4.816438356164384,8.666666666666666,2.0,CONTRA COSTA
2014,0,FRESNO,90.82857142857142,50.59142857142857,23.08677685950413,56.0,4.0,57.62534435261708,172.0,5.0,0.9421487603305785,9.0,0.0,6.151515151515151,27.0,1.0,FRESNO
2014,1,FRESNO,124.47058823529412,148.2705882352941,23.08677685950413,56.0,4.0,57.62534435261708,172.0,5.0,0.9421487603305785,9.0,0.0,6.151515151515151,27.0,1.0,FRESNO
2014,0,HUMBOLDT,81.57142857142857,67.31428571428572,3.92648401826484,17.5,0.0,25.796803652968038,42.0,10.0,0.10867579908675798,1.0,0.0,3.5205479452054793,8.5,1.5,HUMBOLDT
2014,1,HUMBOLDT,24.4,63.08,3.92648401826484,17.5,0.0,25.796803652968038,42.0,10.0,0.10867579908675798,1.0,0.0,3.5205479452054793,8.5,1.5,HUMBOLDT
2014,0,IMPERIAL,88.5,56.325,26.84012539184953,93.0,2.0,47.06896551724138,151.0,5.0,2.780564263322884,16.0,0.0,7.971786833855799,43.0,1.0,IMPERIAL
2014,1,IMPERIAL,118.33333333333333,157.98333333333335,26.84012539184953,93.0,2.0,47.06896551724138,151.0,5.0,2.780564263322884,16.0,0.0,7.971786833855799,43.0,1.0,IMPERIAL
2014,0,LOS ANGELES,115.53875968992249,38.578682170542635,31.69119373776908,72.2,6.666666666666667,38.95465970863231,137.5,7.0,1.487340726244836,8.0,0.0,7.900806697108067,22.4,2.25,LOS ANGELES
2014,1,LOS ANGELES,90.22566371681415,82.63628318584071,31.69119373776908,72.2,6.666666666666667,38.95465970863231,137.5,7.0,1.487340726244836,8.0,0.0,7.900806697108067,22.4,2.25,LOS ANGELES
2014,0,ORANGE,73.67105263157895,23.147368421052633,20.892957746478874,57.0,2.0,40.287323943661974,129.0,8.0,0.6366197183098592,11.0,0.0,4.335211267605634,22.0,0.0,ORANGE
2014,1,ORANGE,56.32857142857143,53.75857142857143,20.892957746478874,57.0,2.0,40.287323943661974,129.0,8.0,0.6366197183098592,11.0,0.0,4.335211267605634,22.0,0.0,ORANGE
2014,0,RIVERSIDE,91.14754098360656,36.39016393442623,26.558011049723756,56.0,4.0,63.68232044198895,197.0,5.0,0.47790055248618785,7.0,0.0,6.5621546961325965,21.0,2.0,RIVERSIDE
2014,1,RIVERSIDE,72.33962264150944,65.76792452830189,26.558011049723756,56.0,4.0,63.68232044198895,197.0,5.0,0.47790055248618785,7.0,0.0,6.5621546961325965,21.0,2.0,RIVERSIDE
2014,0,SACRAMENTO,153.74418604651163,63.26511627906977,14.085872576177286,41.0,1.0,43.2382271468144,122.0,4.0,0.8698060941828255,7.0,0.0,4.71191135734072,19.0,1.0,SACRAMENTO
2014,1,SACRAMENTO,86.75,95.9361111111111,14.085872576177286,41.0,1.0,43.2382271468144,122.0,4.0,0.8698060941828255,7.0,0.0,4.71191135734072,19.0,1.0,SACRAMENTO
2014,0,SAN BERNARDINO,131.92727272727274,56.95636363636363,30.512328767123286,57.0,6.0,60.07534246575342,156.0,13.5,1.0273972602739727,4.0,0.0,4.353424657534247,13.0,1.0,SAN BERNARDINO
2014,1,SAN BERNARDINO,114.88372093023256,90.21627906976745,30.512328767123286,57.0,6.0,60.07534246575342,156.0,13.5,1.0273972602739727,4.0,0.0,4.353424657534247,13.0,1.0,SAN BERNARDINO
2014,0,SAN DIEGO,89.17808219178082,27.446575342465753,23.355855855855857,54.0,3.0,39.31981981981982,115.0,3.0,0.009009009009009009,1.0,0.0,5.558558558558558,20.0,1.0,SAN DIEGO
2014,1,SAN DIEGO,63.42857142857143,60.919999999999995,23.355855855855857,54.0,3.0,39.31981981981982,115.0,3.0,0.009009009009009009,1.0,0.0,5.558558558558558,20.0,1.0,SAN DIEGO
2014,0,SANTA BARBARA,60.357142857142854,26.457142857142856,3.8515981735159817,16.0,0.0,37.38767123287671,107.66666666666669,20.33333333333333,1.9118721461187214,39.66666666666666,0.0,2.241552511415525,6.666666666666667,1.0,SANTA BARBARA
2014,1,SANTA BARBARA,50.75,70.81666666666666,3.8515981735159817,16.0,0.0,37.38767123287671,107.66666666666669,20.33333333333333,1.9118721461187214,39.66666666666666,0.0,2.241552511415525,6.666666666666667,1.0,SANTA BARBARA
2014,0,SANTA CLARA,75.22916666666667,25.1375,22.076712328767123,55.0,4.0,30.506849315068493,87.0,3.0,0.20821917808219179,4.0,0.0,5.684931506849315,22.0,2.0,SANTA CLARA
2014,1,SANTA CLARA,45.5,42.671052631578945,22.076712328767123,55.0,4.0,30.506849315068493,87.0,3.0,0.20821917808219179,4.0,0.0,5.684931506849315,22.0,2.0,SANTA CLARA
2014,0,SOLANO,201.0909090909091,67.71818181818182,15.98082191780822,47.0,1.0,31.561643835616437,93.0,8.0,1.1835616438356165,33.0,0.0,5.638356164383562,24.0,2.0,SOLANO
2014,1,SOLANO,107.7,112.35999999999999,15.98082191780822,47.0,1.0,31.561643835616437,93.0,8.0,1.1835616438356165,33.0,0.0,5.638356164383562,24.0,2.0,SOLANO
2015,0,ALAMEDA,149.09302325581396,54.66046511627907,22.75824175824176,54.0,5.0,25.304945054945055,80.0,4.0,2.28021978021978,30.0,0.0,8.285714285714286,30.0,3.0,ALAMEDA
2015,1,ALAMEDA,87.89473684210526,104.17631578947368,22.75824175824176,54.0,5.0,25.304945054945055,80.0,4.0,2.28021978021978,30.0,0.0,8.285714285714286,30.0,3.0,ALAMEDA
2015,0,CONTRA COSTA,135.12121212121212,54.906060606060606,13.496347031963472,29.0,3.0,33.71050228310502,89.0,4.0,1.5748858447488585,6.0,0.0,5.281278538812786,11.0,2.333333333333333,CONTRA COSTA
2015,1,CONTRA COSTA,83.33333333333333,81.91111111111111,13.496347031963472,29.0,3.0,33.71050228310502,89.0,4.0,1.5748858447488585,6.0,0.0,5.281278538812786,11.0,2.333333333333333,CONTRA COSTA
2015,0,FRESNO,98.32352941176471,58.438235294117646,19.155619596541786,46.0,3.0,53.87896253602305,182.0,6.0,1.1152737752161384,14.0,0.0,5.628242074927954,20.0,1.0,FRESNO
2015,1,FRESNO,127.67647058823529,153.24705882352941,19.155619596541786,46.0,3.0,53.87896253602305,182.0,6.0,1.1152737752161384,14.0,0.0,5.628242074927954,20.0,1.0,FRESNO
2015,0,HUMBOLDT,84.83333333333333,65.28333333333333,4.497067448680352,15.5,0.0,27.127565982404693,45.0,9.0,0.02785923753665689,0.5,0.0,4.0469208211143695,8.5,1.0,HUMBOLDT
2015,1,HUMBOLDT,22.8,61.339999999999996,4.497067448680352,15.5,0.0,27.127565982404693,45.0,9.0,0.02785923753665689,0.5,0.0,4.0469208211143695,8.5,1.0,HUMBOLDT
2015,0,IMPERIAL,78.25,52.825,25.738888888888887,82.0,2.0,48.40277777777778,140.0,13.0,2.6805555555555554,23.0,0.0,8.127777777777778,45.0,1.0,IMPERIAL
2015,1,IMPERIAL,108.66666666666667,142.95000000000002,25.738888888888887,82.0,2.0,48.40277777777778,140.0,13.0,2.6805555555555554,23.0,0.0,8.127777777777778,45.0,1.0,IMPERIAL
2015,0,LOS ANGELES,120.17241379310344,40.20229885057471,31.142850619699935,65.33333333333333,2.0,39.578891063274625,95.0,9.333333333333334,1.542283105022831,17.333333333333332,0.0,6.6467384213959555,19.33333333333333,1.6666666666666667,LOS ANGELES
2015,1,LOS ANGELES,88.06113537117903,82.317903930131,31.142850619699935,65.33333333333333,2.0,39.578891063274625,95.0,9.333333333333334,1.542283105022831,17.333333333333332,0.0,6.6467384213959555,19.33333333333333,1.6666666666666667,LOS ANGELES
2015,0,ORANGE,75.23076923076923,24.803846153846155,20.956521739130434,49.0,1.0,42.21739130434783,129.0,0.0,0.28695652173913044,6.0,0.0,4.736231884057971,25.0,0.0,ORANGE
2015,1,ORANGE,59.67142857142857,58.215714285714284,20.956521739130434,49.0,1.0,42.21739130434783,129.0,0.0,0.28695652173913044,6.0,0.0,4.736231884057971,25.0,0.0,ORANGE
2015,0,RIVERSIDE,104.27586206896552,39.66379310344828,26.600558659217878,54.0,3.0,61.55027932960894,200.0,4.0,0.17597765363128492,1.0,0.0,5.909217877094972,18.0,0.5,RIVERSIDE
2015,1,RIVERSIDE,73.09615384615384,66.77115384615385,26.600558659217878,54.0,3.0,61.55027932960894,200.0,4.0,0.17597765363128492,1.0,0.0,5.909217877094972,18.0,0.5,RIVERSIDE
2015,0,SACRAMENTO,151.75,66.0909090909091,16.126074498567334,49.0,0.0,40.249283667621775,159.0,3.0,2.6303724928366763,11.0,0.0,4.948424068767908,23.0,1.0,SACRAMENTO
2015,1,SACRAMENTO,86.16216216216216,97.24324324324324,16.126074498567334,49.0,0.0,40.249283667621775,159.0,3.0,2.6303724928366763,11.0,0.0,4.948424068767908,23.0,1.0,SACRAMENTO
2015,0,SAN BERNARDINO,140.79245283018867,55.61509433962264,27.66849315068493,68.0,0.0,59.62465753424657,200.0,6.5,2.4452054794520546,74.0,0.0,4.8123287671232875,32.0,0.5,SAN BERNARDINO
2015,1,SAN BERNARDINO,106.68888888888888,86.92444444444445,27.66849315068493,68.0,0.0,59.62465753424657,200.0,6.5,2.4452054794520546,74.0,0.0,4.8123287671232875,32.0,0.5,SAN BERNARDINO
2015,0,SAN DIEGO,92.14864864864865,28.904054054054054,19.067448680351905,56.0,3.0,39.54545454545455,90.0,8.0,0.01466275659824047,1.0,0.0,4.480938416422287,13.0,1.0,SAN DIEGO
2015,1,SAN DIEGO,65.05797101449275,62.61014492753624,19.067448680351905,56.0,3.0,39.54545454545455,90.0,8.0,0.01466275659824047,1.0,0.0,4.480938416422287,13.0,1.0,SAN DIEGO
