Date Local,State,County,NO2 AQI,O3 AQI,SO2 AQI,CO AQI
2013-01-01,California,Alameda,28.0,27.0,0.0,8.0
2013-01-01,California,Contra Costa,22.0,28.0,0.3333333333333333,6.333333333333333
2013-01-01,California,Fresno,24.0,23.0,0.0,14.0
2013-01-01,California,Humboldt,6.0,22.0,0.0,6.0
2013-01-01,California,Imperial,38.0,31.0,3.0,54.0
2013-01-01,California,Los Angeles,35.666666666666664,25.5,0.6666666666666666,19.166666666666668
2013-01-01,California,Orange,34.0,20.0,0.0,10.0
2013-01-01,California,Sacramento,29.0,25.0,0.0,13.0
2013-01-01,California,San Bernardino,27.0,39.0,1.5,5.5
2013-01-01,California,San Diego,28.0,33.0,0.0,11.0
2013-01-01,California,Santa Barbara,5.666666666666667,35.0,2.6666666666666665,2.6666666666666665
2013-01-01,California,Santa Clara,24.5,22.5,0.5,6.5
2013-01-01,California,Solano,32.0,29.0,1.0,9.0
2013-01-02,California,Alameda,37.0,8.0,6.0,16.0
2013-01-02,California,Contra Costa,24.33333333333333,25.666666666666668,0.3333333333333333,6.333333333333333
2013-01-02,California,Fresno,30.0,6.0,1.0,14.0
2013-01-02,California,Humboldt,13.5,25.0,0.0,6.5
2013-01-02,California,Imperial,35.0,35.0,1.0,11.0
2013-01-02,California,Los Angeles,46.0,21.666666666666668,5.0,16.166666666666668
2013-01-02,California,Orange,36.0,32.0,0.0,9.0
2013-01-02,California,Sacramento,33.0,21.0,0.0,14.0
2013-01-02,California,San Bernardino,34.5,41.0,1.5,2.5
2013-01-02,California,San Diego,36.0,25.0,0.0,9.0
2013-01-02,California,Santa Barbara,8.333333333333334,35.333333333333336,2.6666666666666665,2.6666666666666665
2013-01-02,California,Santa Clara,34.5,12.5,3.5,11.0
2013-01-02,California,Solano,37.0,25.0,1.0,11.0
2013-01-03,California,Alameda,42.0,8.0,3.0,23.0
2013-01-03,California,Contra Costa,29.0,17.0,2.0,7.0
2013-01-03,California,Fresno,33.0,12.0,1.0,17.0
2013-01-03,California,Humboldt,9.5,31.0,0.0,6.0
2013-01-03,California,Imperial,28.0,35.0,0.0,11.0
2013-01-03,California,Los Angeles,47.2,20.0,2.0,19.2
2013-01-03,California,Orange,46.0,15.0,1.0,13.0
2013-01-03,California,Riverside,37.0,39.0,0.0,5.5
2013-01-03,California,Sacramento,30.0,20.0,0.0,17.0
2013-01-03,California,San Bernardino,38.5,42.0,2.0,4.0
2013-01-03,California,San Diego,42.0,23.0,0.0,10.0
2013-01-03,California,Santa Barbara,9.666666666666666,35.666666666666664,2.333333333333333,3.0
2013-01-03,California,Santa Clara,32.5,8.0,2.0,11.0
2013-01-03,California,Solano,34.0,20.0,1.0,15.0
2013-01-04,California,Alameda,35.0,12.0,3.0,16.0
2013-01-04,California,Contra Costa,25.666666666666668,20.33333333333333,2.6666666666666665,7.666666666666667
2013-01-04,California,Fresno,40.0,14.0,1.0,17.0
2013-01-04,California,Humboldt,8.5,21.5,0.0,6.0
2013-01-04,California,Imperial,39.0,35.0,1.0,15.0
2013-01-04,California,Los Angeles,42.2,21.4,1.8,17.2
2013-01-04,California,Orange,42.0,29.0,3.0,16.0
2013-01-04,California,Riverside,41.0,26.0,1.0,8.5
2013-01-04,California,Sacramento,25.0,19.0,0.0,15.0
2013-01-04,California,San Bernardino,43.0,29.5,2.5,5.5
2013-01-04,California,San Diego,42.0,26.0,0.0,11.0
2013-01-04,California,Santa Barbara,7.0,38.66666666666666,3.333333333333333,3.0
2013-01-04,California,Santa Clara,34.5,10.0,2.5,12.0
2013-01-04,California,Solano,29.0,22.0,4.0,14.0
2013-01-05,California,Alameda,28.0,19.0,3.0,18.0
2013-01-05,California,Contra Costa,24.666666666666668,19.666666666666668,1.6666666666666667,8.333333333333334
2013-01-05,California,Fresno,38.0,25.0,0.0,20.0
2013-01-05,California,Humboldt,9.5,18.0,0.0,7.0
2013-01-05,California,Imperial,40.0,36.0,1.0,16.0
2013-01-05,California,Los Angeles,43.2,19.4,2.0,20.4
2013-01-05,California,Orange,37.0,17.0,1.0,19.0
2013-01-05,California,Riverside,40.0,26.0,1.0,12.5
2013-01-05,California,Sacramento,25.0,11.0,1.0,18.0
2013-01-05,California,San Bernardino,43.5,30.5,2.5,6.5
2013-01-05,California,San Diego,37.0,26.0,0.0,13.0
2013-01-05,California,Santa Barbara,6.666666666666667,37.333333333333336,3.333333333333333,3.333333333333333
2013-01-05,California,Santa Clara,22.0,24.0,0.5,11.0
2013-01-05,California,Solano,25.0,21.0,1.0,7.0
2013-01-06,California,Alameda,28.0,22.0,1.0,17.0
2013-01-06,California,Contra Costa,21.0,22.666666666666668,0.0,7.0
2013-01-06,California,Fresno,18.0,25.0,0.0,8.0
2013-01-06,California,Humboldt,7.0,26.5,0.0,7.5
2013-01-06,California,Imperial,45.0,39.0,3.0,17.0
2013-01-06,California,Los Angeles,35.8,34.0,2.6,16.0
2013-01-06,California,Orange,32.0,37.0,0.0,13.0
2013-01-06,California,Riverside,28.0,32.0,1.0,16.5
2013-01-06,California,Sacramento,24.0,23.0,0.0,13.0
2013-01-06,California,San Bernardino,31.5,36.0,1.0,6.0
2013-01-06,California,San Diego,26.0,34.0,0.0,10.0
2013-01-06,California,Santa Barbara,3.0,38.66666666666666,3.0,2.333333333333333
2013-01-06,California,Santa Clara,21.0,19.5,1.0,7.5
2013-01-06,California,Solano,30.0,20.0,1.0,17.0
2013-01-07,California,Alameda,33.0,7.0,1.0,23.0
2013-01-07,California,Contra Costa,20.666666666666668,11.0,0.6666666666666666,8.333333333333334
2013-01-07,California,Fresno,29.0,17.0,1.0,17.0
2013-01-07,California,Humboldt,10.5,19.0,0.0,7.5
2013-01-07,California,Imperial,30.0,36.0,0.0,6.0
2013-01-07,California,Los Angeles,42.4,27.8,0.8,13.6
2013-01-07,California,Orange,34.0,30.0,0.0,7.0
2013-01-07,California,Sacramento,19.0,10.0,0.0,18.0
2013-01-07,California,San Bernardino,40.5,42.5,0.5,2.5
2013-01-07,California,San Diego,30.0,28.0,0.0,6.0
2013-01-07,California,Santa Barbara,3.333333333333333,36.333333333333336,2.0,2.333333333333333
2013-01-07,California,Santa Clara,28.0,11.5,1.0,12.0
2013-01-07,California,Solano,25.0,8.0,1.0,20.0
2013-01-08,California,Alameda,33.0,8.0,4.0,15.0
2013-01-08,California,Contra Costa,22.33333333333333,13.0,2.6666666666666665,8.0
2013-01-08,California,Fresno,30.0,16.0,1.0,23.0
2013-01-08,California,Humboldt,7.0,19.0,0.0,6.5
2013-01-08,California,Imperial,40.0,35.0,1.0,15.0
2013-01-08,California,Los Angeles,48.6,13.2,8.0,19.0
2013-01-08,California,Orange,35.0,25.0,1.0,10.0
2013-01-08,California,Riverside,36.0,32.0,0.0,8.5
2013-01-08,California,Sacramento,26.0,13.0,1.0,11.0
2013-01-08,California,San Bernardino,42.0,32.0,2.0,5.0
2013-01-08,California,San Diego,42.0,19.0,0.0,11.0
2013-01-08,California,Santa Barbara,6.666666666666667,35.0,2.0,3.0
2013-01-08,California,Santa Clara,26.5,13.0,1.0,12.0
2013-01-08,California,Solano,30.0,15.0,3.0,9.0
2013-01-09,California,Alameda,29.0,31.0,3.0,11.0
2013-01-09,California,Contra Costa,20.33333333333333,30.666666666666668,1.3333333333333333,7.333333333333333
2013-01-09,California,Fresno,30.0,25.0,0.0,18.0
2013-01-09,California,Humboldt,5.5,31.0,0.5,5.5
2013-01-09,California,Imperial,47.0,29.0,4.0,36.0
2013-01-09,California,Los Angeles,59.2,17.8,4.0,22.6
2013-01-09,California,Orange,34.0,32.0,1.0,14.0
2013-01-09,California,Riverside,43.0,21.0,1.0,12.0
2013-01-09,California,Sacramento,21.0,19.0,0.0,9.0
2013-01-09,California,San Bernardino,44.5,28.5,2.0,6.5
2013-01-09,California,San Diego,37.0,26.0,0.0,14.0
2013-01-09,California,Santa Barbara,7.0,36.66666666666666,3.333333333333333,3.6666666666666665
2013-01-09,California,Santa Clara,25.0,27.5,2.0,11.0
2013-01-09,California,Solano,27.0,28.0,3.0,10.0
2013-01-10,California,Alameda,24.0,25.0,0.0,5.0
2013-01-10,California,Contra Costa,18.666666666666668,30.0,0.3333333333333333,2.6666666666666665
2013-01-10,California,Fresno,25.0,27.0,0.0,3.0
2013-01-10,California,Humboldt,4.5,30.0,0.0,5.5
2013-01-10,California,Imperial,34.0,35.0,3.0,43.0
2013-01-10,California,Los Angeles,24.8,33.8,0.2,6.6
2013-01-10,California,Orange,11.0,33.0,0.0,2.0
2013-01-10,California,Riverside,20.0,36.0,0.0,6.5
2013-01-10,California,Sacramento,31.0,29.0,0.0,10.0
2013-01-10,California,San Bernardino,21.0,38.0,0.5,2.5
2013-01-10,California,San Diego,14.0,32.0,0.0,5.0
2013-01-10,California,Santa Barbara,6.0,40.333333333333336,1.3333333333333333,1.6666666666666667
2013-01-10,California,Santa Clara,21.5,22.5,1.0,6.5
2013-01-10,California,Solano,17.0,30.0,0.0,3.0
2013-01-11,California,Alameda,29.0,21.0,1.0,6.0
2013-01-11,California,Contra Costa,25.0,27.666666666666668,0.6666666666666666,4.666666666666667
2013-01-11,California,Fresno,33.0,21.0,1.0,15.0
2013-01-11,California,Humboldt,8.0,27.5,0.0,6.5
2013-01-11,California,Imperial,26.0,34.0,0.0,7.0
2013-01-11,California,Los Angeles,29.2,32.6,0.6,7.0
2013-01-11,California,Orange,33.0,34.0,0.0,7.0
2013-01-11,California,Riverside,31.0,29.0,1.0,8.0
2013-01-11,California,Sacramento,33.0,24.0,0.0,14.0
2013-01-11,California,San Bernardino,21.0,33.0,0.0,1.5
2013-01-11,California,San Diego,32.0,29.0,0.0,7.0
2013-01-11,California,Santa Barbara,6.0,37.66666666666666,1.6666666666666667,3.333333333333333
2013-01-11,California,Santa Clara,31.5,25.0,1.0,10.5
2013-01-11,California,Solano,36.0,27.0,1.0,11.0
2013-01-12,California,Alameda,32.0,25.0,1.0,10.0
2013-01-12,California,Contra Costa,21.666666666666668,29.0,1.3333333333333333,5.333333333333333
2013-01-12,California,Fresno,32.0,19.0,0.0,18.0
2013-01-12,California,Humboldt,2.0,27.0,0.0,6.0
2013-01-12,California,Imperial,35.0,38.0,1.0,15.0
2013-01-12,California,Los Angeles,37.2,27.8,0.4,11.8
2013-01-12,California,Orange,35.0,31.0,1.0,7.0
2013-01-12,California,Riverside,30.0,35.0,0.0,6.5
2013-01-12,California,Sacramento,32.0,31.0,1.0,14.0
2013-01-12,California,San Bernardino,34.5,38.5,1.5,3.5
2013-01-12,California,San Diego,35.0,30.0,0.0,7.0
2013-01-12,California,Santa Barbara,5.0,38.0,2.333333333333333,3.0
2013-01-12,California,Santa Clara,30.5,26.5,1.0,8.0
2013-01-12,California,Solano,29.0,29.0,3.0,14.0
2013-01-13,California,Alameda,30.0,23.0,1.0,8.0
2013-01-13,California,Contra Costa,22.666666666666668,29.33333333333333,1.3333333333333333,5.333333333333333
2013-01-13,California,Fresno,30.0,23.0,1.0,23.0
2013-01-13,California,Humboldt,2.0,27.0,0.0,7.0
2013-01-13,California,Imperial,27.0,36.0,1.0,19.0
2013-01-13,California,Los Angeles,35.6,32.6,1.4,14.8
2013-01-13,California,Orange,37.0,36.0,1.0,8.0
2013-01-13,California,Riverside,27.0,37.0,0.0,8.5
2013-01-13,California,Sacramento,27.0,28.0,1.0,23.0
2013-01-13,California,San Bernardino,30.0,38.0,1.5,5.5
2013-01-13,California,San Diego,35.0,33.0,0.0,10.0
2013-01-13,California,Santa Barbara,4.666666666666667,38.0,2.333333333333333,3.333333333333333
2013-01-13,California,Santa Clara,27.5,24.5,1.0,11.0
2013-01-13,California,Solano,37.0,27.0,11.0,10.0
2013-01-14,California,Alameda,37.0,29.0,1.0,14.0
2013-01-14,California,Contra Costa,28.666666666666668,30.666666666666668,1.0,5.666666666666667
2013-01-14,California,Fresno,37.0,17.0,1.0,16.0
2013-01-14,California,Humboldt,4.0,26.0,0.0,7.0
2013-01-14,California,Imperial,21.0,36.0,0.0,6.0
2013-01-14,California,Los Angeles,40.8,25.6,1.4,11.2
2013-01-14,California,Orange,26.0,38.0,0.0,6.0
2013-01-14,California,Riverside,5.0,38.0,0.0,4.0
2013-01-14,California,Sacramento,37.0,32.0,0.0,8.0
2013-01-14,California,San Bernardino,18.5,42.0,0.5,0.5
2013-01-14,California,San Diego,33.0,29.0,0.0,10.0
2013-01-14,California,Santa Barbara,8.333333333333334,37.333333333333336,2.333333333333333,4.0
2013-01-14,California,Santa Clara,36.0,27.5,2.0,7.0
2013-01-14,California,Solano,42.0,31.0,3.0,14.0
2013-01-15,California,Alameda,36.0,19.0,4.0,17.0
2013-01-15,California,Contra Costa,34.333333333333336,21.0,4.333333333333333,7.333333333333333
2013-01-15,California,Fresno,40.0,17.0,1.0,22.0
2013-01-15,California,Humboldt,19.5,19.0,0.0,7.0
2013-01-15,California,Imperial,40.0,35.0,3.0,13.0
2013-01-15,California,Los Angeles,43.6,25.6,2.4,15.4
2013-01-15,California,Orange,43.0,25.0,3.0,11.0
2013-01-15,California,Riverside,38.0,33.0,0.0,7.0
2013-01-15,California,Sacramento,35.0,19.0,0.0,10.0
2013-01-15,California,San Bernardino,34.5,39.0,0.5,1.0
2013-01-15,California,San Diego,37.0,26.0,0.0,10.0
2013-01-15,California,Santa Barbara,8.333333333333334,39.66666666666666,1.6666666666666667,3.6666666666666665
2013-01-15,California,Santa Clara,34.0,18.0,2.5,9.5
2013-01-15,California,Solano,40.0,23.0,3.0,17.0
2013-01-16,California,Alameda,44.0,8.0,67.0,20.0
2013-01-16,California,Contra Costa,31.0,24.0,1.6666666666666667,8.666666666666666
2013-01-16,California,Fresno,42.0,14.0,1.0,19.0
2013-01-16,California,Humboldt,15.5,20.0,0.5,7.5
2013-01-16,California,Imperial,36.0,34.0,1.0,10.0
2013-01-16,California,Los Angeles,47.2,14.2,3.6,19.4
2013-01-16,California,Orange,42.0,14.0,3.0,13.0
2013-01-16,California,Riverside,31.0,33.0,1.0,8.0
2013-01-16,California,Sacramento,39.0,19.0,1.0,17.0
2013-01-16,California,San Bernardino,25.5,40.5,0.5,0.0
2013-01-16,California,San Diego,38.0,19.0,0.0,14.0
2013-01-16,California,Santa Barbara,8.666666666666666,38.66666666666666,2.6666666666666665,4.333333333333333
2013-01-16,California,Santa Clara,40.0,14.5,2.0,11.5
2013-01-16,California,Solano,45.0,23.0,3.0,15.0
2013-01-17,California,Alameda,49.0,5.0,3.0,22.0
2013-01-17,California,Contra Costa,31.666666666666668,20.33333333333333,1.6666666666666667,7.333333333333333
2013-01-17,California,Fresno,41.0,15.0,1.0,19.0
2013-01-17,California,Humboldt,8.5,10.5,0.5,4.0
2013-01-17,California,Imperial,38.0,33.0,1.0,10.0
2013-01-17,California,Los Angeles,54.6,17.8,3.2,21.2
2013-01-17,California,Orange,43.0,17.0,1.0,16.0
2013-01-17,California,Riverside,32.0,38.0,0.0,5.5
2013-01-17,California,Sacramento,38.0,18.0,1.0,24.0
2013-01-17,California,San Bernardino,43.0,38.5,2.0,1.0
2013-01-17,California,San Diego,37.0,22.0,0.0,13.0
2013-01-17,California,Santa Barbara,8.333333333333334,36.333333333333336,2.6666666666666665,4.0
2013-01-17,California,Santa Clara,36.0,11.5,8.5,13.0
2013-01-17,California,Solano,39.0,25.0,1.0,10.0
2013-01-18,California,Alameda,42.0,10.0,3.0,20.0
2013-01-18,California,Contra Costa,31.666666666666668,26.666666666666668,2.0,6.666666666666667
2013-01-18,California,Fresno,41.0,12.0,1.0,17.0
2013-01-18,California,Humboldt,6.5,12.5,0.0,3.0
2013-01-18,California,Imperial,42.0,34.0,1.0,13.0
2013-01-18,California,Los Angeles,44.2,22.4,1.8,17.0
2013-01-18,California,Orange,44.0,16.0,1.0,17.0
2013-01-18,California,Riverside,33.0,34.0,1.0,5.5
2013-01-18,California,Sacramento,34.0,21.0,1.0,19.0
2013-01-18,California,San Bernardino,39.0,35.0,2.5,4.0
2013-01-18,California,San Diego,44.0,20.0,0.0,11.0
2013-01-18,California,Santa Barbara,8.0,38.0,1.3333333333333333,3.6666666666666665
2013-01-18,California,Santa Clara,37.5,12.0,2.0,14.0
2013-01-18,California,Solano,34.0,28.0,1.0,8.0
2013-01-19,California,Alameda,41.0,19.0,11.0,19.0
2013-01-19,California,Contra Costa,25.0,25.0,2.333333333333333,6.0
2013-01-19,California,Fresno,39.0,19.0,1.0,15.0
2013-01-19,California,Humboldt,21.0,11.0,0.0,8.0
2013-01-19,California,Imperial,36.0,37.0,1.0,13.0
2013-01-19,California,Los Angeles,42.6,28.6,1.6,17.6
2013-01-19,California,Orange,42.0,25.0,1.0,19.0
2013-01-19,California,Riverside,30.0,37.0,0.0,5.5
2013-01-19,California,Sacramento,33.0,27.0,1.0,18.0
2013-01-19,California,San Bernardino,35.0,36.5,1.5,2.0
2013-01-19,California,San Diego,37.0,27.0,0.0,10.0
2013-01-19,California,Santa Barbara,6.333333333333333,39.0,2.333333333333333,3.6666666666666665
2013-01-19,California,Santa Clara,29.5,17.5,0.5,12.0
2013-01-19,California,Solano,38.0,30.0,1.0,11.0
2013-01-20,California,Alameda,37.0,17.0,6.0,18.0
2013-01-20,California,Contra Costa,26.0,28.0,1.6666666666666667,6.666666666666667
2013-01-20,California,Fresno,37.0,21.0,1.0,17.0
2013-01-20,California,Humboldt,18.0,16.0,0.0,8.0
2013-01-20,California,Imperial,37.0,36.0,1.0,13.0
2013-01-20,California,Los Angeles,41.8,32.0,2.6,15.2
2013-01-20,California,Orange,39.0,22.0,1.0,16.0
2013-01-20,California,Riverside,28.0,37.0,0.0,6.5
2013-01-20,California,Sacramento,34.0,29.0,1.0,19.0
2013-01-20,California,San Bernardino,32.0,36.5,1.5,4.0
2013-01-20,California,San Diego,37.0,25.0,0.0,9.0
2013-01-20,California,Santa Barbara,5.666666666666667,41.0,2.333333333333333,4.0
2013-01-20,California,Santa Clara,26.0,22.0,0.0,10.5
2013-01-20,California,Solano,39.0,29.0,3.0,13.0
2013-01-21,California,Alameda,43.0,11.0,11.0,19.0
2013-01-21,California,Contra Costa,27.666666666666668,27.0,2.0,7.0
2013-01-21,California,Fresno,45.0,26.0,1.0,17.0
2013-01-21,California,Humboldt,25.0,14.0,0.0,7.0
2013-01-21,California,Imperial,40.0,35.0,1.0,14.0
2013-01-21,California,Los Angeles,50.0,22.6,3.8,16.2
2013-01-21,California,Orange,44.0,16.0,1.0,16.0
2013-01-21,California,Riverside,30.0,34.0,0.0,4.5
2013-01-21,California,Sacramento,36.0,22.0,1.0,14.0
2013-01-21,California,San Bernardino,36.0,35.5,2.0,2.0
2013-01-21,California,San Diego,39.0,24.0,0.0,11.0
2013-01-21,California,Santa Barbara,7.0,37.333333333333336,2.333333333333333,3.6666666666666665
2013-01-21,California,Santa Clara,34.0,14.0,0.5,10.5
2013-01-21,California,Solano,34.0,30.0,1.0,17.0
2013-01-22,California,Alameda,39.0,9.0,24.0,20.0
2013-01-22,California,Contra Costa,26.666666666666668,19.33333333333333,2.333333333333333,7.666666666666667
2013-01-22,California,Fresno,46.0,20.0,1.0,15.0
2013-01-22,California,Humboldt,27.0,23.0,0.0,7.0
2013-01-22,California,Imperial,40.0,32.0,1.0,15.0
2013-01-22,California,Los Angeles,51.2,16.4,4.4,18.0
2013-01-22,California,Orange,50.0,14.0,3.0,15.0
2013-01-22,California,Riverside,45.0,25.0,1.0,8.0
2013-01-22,California,Sacramento,33.0,20.0,1.0,16.0
2013-01-22,California,San Bernardino,43.0,28.0,2.0,3.5
2013-01-22,California,San Diego,44.0,22.0,0.0,11.0
2013-01-22,California,Santa Barbara,11.0,38.0,2.6666666666666665,3.6666666666666665
2013-01-22,California,Santa Clara,39.0,8.5,0.5,13.0
2013-01-22,California,Solano,20.0,26.0,1.0,7.0
2013-01-23,California,Alameda,39.0,8.0,4.0,14.0
2013-01-23,California,Contra Costa,30.0,12.666666666666666,0.6666666666666666,9.666666666666666
2013-01-23,California,Fresno,32.0,7.0,0.0,16.0
2013-01-23,California,Humboldt,8.0,29.0,0.0,7.0
2013-01-23,California,Imperial,34.0,24.0,4.0,16.0
2013-01-23,California,Los Angeles,52.75,13.25,3.25,20.25
2013-01-23,California,Orange,52.0,23.0,3.0,18.0
2013-01-23,California,Riverside,39.0,10.0,3.0,12.0
2013-01-23,California,Sacramento,30.0,15.0,1.0,15.0
2013-01-23,California,San Bernardino,36.5,19.5,2.0,3.0
2013-01-23,California,San Diego,47.0,17.0,0.0,13.0
2013-01-23,California,Santa Barbara,17.333333333333332,32.0,2.6666666666666665,6.0
2013-01-23,California,Santa Clara,43.5,1.5,0.5,15.0
2013-01-23,California,Solano,28.0,14.0,1.0,7.0
2013-01-24,California,Alameda,29.0,7.0,1.0,9.0
2013-01-24,California,Contra Costa,19.33333333333333,15.666666666666666,0.6666666666666666,6.333333333333333
2013-01-24,California,Fresno,21.0,3.0,0.0,6.0
2013-01-24,California,Humboldt,13.0,23.0,0.0,4.0
2013-01-24,California,Imperial,35.0,24.0,6.0,26.0
2013-01-24,California,Los Angeles,28.75,13.5,0.5,12.25
2013-01-24,California,Orange,24.0,16.0,0.0,5.0
2013-01-24,California,Riverside,24.0,12.0,0.0,8.0
2013-01-24,California,Sacramento,25.0,15.0,0.0,7.0
2013-01-24,California,San Bernardino,22.0,18.5,0.5,4.0
2013-01-24,California,San Diego,32.0,13.0,0.0,6.0
2013-01-24,California,Santa Barbara,7.0,24.666666666666668,0.6666666666666666,4.666666666666667
2013-01-24,California,Santa Clara,29.0,4.0,0.0,9.0
2013-01-24,California,Solano,22.0,16.0,0.0,6.0
2013-01-25,California,Alameda,25.0,11.0,3.0,9.0
2013-01-25,California,Contra Costa,17.0,19.0,0.3333333333333333,7.333333333333333
2013-01-25,California,Fresno,18.0,7.0,0.0,5.0
2013-01-25,California,Humboldt,5.5,24.5,0.0,4.5
2013-01-25,California,Imperial,23.0,18.0,1.0,7.0
2013-01-25,California,Los Angeles,27.0,9.25,0.25,12.75
2013-01-25,California,Orange,25.0,7.0,0.0,6.0
2013-01-25,California,Riverside,22.0,10.0,0.0,8.0
2013-01-25,California,Sacramento,25.0,23.0,0.0,7.0
2013-01-25,California,San Bernardino,27.5,13.5,0.5,4.0
2013-01-25,California,San Diego,22.0,9.0,0.0,8.0
2013-01-25,California,Santa Barbara,7.666666666666667,21.666666666666668,1.6666666666666667,5.333333333333333
2013-01-25,California,Santa Clara,24.5,12.0,0.0,9.0
2013-01-25,California,Solano,19.0,19.0,0.0,6.0
2013-01-26,California,Alameda,25.0,30.0,1.0,9.0
2013-01-26,California,Contra Costa,16.333333333333332,33.333333333333336,0.6666666666666666,6.0
2013-01-26,California,Fresno,21.0,27.0,0.0,5.0
2013-01-26,California,Humboldt,4.5,30.0,0.0,3.0
2013-01-26,California,Imperial,24.0,16.0,1.0,8.0
2013-01-26,California,Los Angeles,23.5,21.5,1.25,9.25
2013-01-26,California,Orange,21.0,29.0,0.0,6.0
2013-01-26,California,Riverside,16.0,22.0,0.0,8.0
2013-01-26,California,Sacramento,14.0,32.0,0.0,7.0
2013-01-26,California,San Bernardino,13.0,28.0,0.0,3.0
2013-01-26,California,San Diego,15.0,25.0,0.0,7.0
2013-01-26,California,Santa Barbara,3.0,38.333333333333336,2.333333333333333,4.666666666666667
2013-01-26,California,Santa Clara,21.0,31.5,0.0,4.5
2013-01-26,California,Solano,17.0,34.0,1.0,5.0
2013-01-27,California,Alameda,17.0,29.0,0.0,6.0
2013-01-27,California,Contra Costa,10.666666666666666,29.666666666666668,0.3333333333333333,4.333333333333333
2013-01-27,California,Fresno,27.0,28.0,0.0,5.0
2013-01-27,California,Humboldt,6.0,29.5,0.0,4.5
2013-01-27,California,Imperial,21.0,34.0,1.0,8.0
2013-01-27,California,Los Angeles,17.0,30.75,0.25,6.75
2013-01-27,California,Orange,9.0,34.0,0.0,1.0
2013-01-27,California,Riverside,6.0,37.0,0.0,3.5
2013-01-27,California,Sacramento,27.0,31.0,0.0,8.0
2013-01-27,California,San Bernardino,10.0,34.0,0.0,3.0
2013-01-27,California,San Diego,5.0,32.0,0.0,2.0
2013-01-27,California,Santa Barbara,0.6666666666666666,37.333333333333336,0.6666666666666666,3.6666666666666665
2013-01-27,California,Santa Clara,17.5,28.5,0.0,3.5
2013-01-27,California,Solano,24.0,30.0,0.0,3.0
2013-01-28,California,Alameda,32.0,25.0,0.0,8.0
2013-01-28,California,Contra Costa,17.333333333333332,29.0,0.3333333333333333,4.0
2013-01-28,California,Fresno,32.0,22.0,1.0,11.0
2013-01-28,California,Humboldt,12.0,29.5,0.0,4.0
2013-01-28,California,Imperial,14.0,35.0,0.0,5.0
2013-01-28,California,Los Angeles,18.75,32.75,0.75,5.75
2013-01-28,California,Orange,30.0,32.0,0.0,6.0
2013-01-28,California,Riverside,26.0,31.0,0.0,7.0
2013-01-28,California,Sacramento,30.0,30.0,1.0,13.0
2013-01-28,California,San Bernardino,4.0,34.0,0.0,1.0
2013-01-28,California,San Diego,30.0,29.0,0.0,6.0
2013-01-28,California,Santa Barbara,5.0,36.333333333333336,1.6666666666666667,5.333333333333333
2013-01-28,California,Santa Clara,28.0,26.0,0.0,6.0
2013-01-28,California,Solano,32.0,31.0,0.0,7.0
2013-01-29,California,Alameda,34.0,21.0,1.0,15.0
2013-01-29,California,Contra Costa,23.666666666666668,26.33333333333333,1.3333333333333333,7.0
2013-01-29,California,Fresno,31.0,25.0,0.0,15.0
2013-01-29,California,Humboldt,13.5,30.5,0.0,3.0
2013-01-29,California,Imperial,39.0,16.0,4.0,9.0
2013-01-29,California,Los Angeles,35.0,20.5,1.0,13.0
2013-01-29,California,Orange,32.0,31.0,1.0,8.0
2013-01-29,California,Riverside,26.0,24.0,1.0,8.0
2013-01-29,California,Sacramento,31.0,30.0,0.0,9.0
2013-01-29,California,San Bernardino,42.0,37.0,1.0,5.0
2013-01-29,California,San Diego,27.0,29.0,0.0,7.0
2013-01-29,California,Santa Barbara,6.0,35.0,2.0,5.333333333333333
2013-01-29,California,Santa Clara,31.0,20.0,0.5,10.0
2013-01-29,California,Solano,34.0,25.0,1.0,13.0
2013-01-30,California,Alameda,37.0,8.0,21.0,17.0
2013-01-30,California,Contra Costa,24.33333333333333,18.666666666666668,0.6666666666666666,7.0
2013-01-30,California,Fresno,37.0,23.0,1.0,15.0
2013-01-30,California,Humboldt,4.0,25.0,0.0,2.5
2013-01-30,California,Imperial,38.0,32.0,3.0,25.0
2013-01-30,California,Los Angeles,44.25,19.5,3.75,16.25
2013-01-30,California,Orange,39.0,25.0,1.0,9.0
2013-01-30,California,Riverside,35.0,21.0,1.0,11.5
2013-01-30,California,Sacramento,32.0,31.0,0.0,11.0
2013-01-30,California,San Bernardino,39.0,31.0,1.0,6.0
2013-01-30,California,San Diego,34.0,27.0,0.0,9.0
2013-01-30,California,Santa Barbara,10.0,34.666666666666664,2.6666666666666665,6.0
2013-01-30,California,Santa Clara,28.5,14.5,0.5,9.5
2013-01-30,California,Solano,31.0,19.0,1.0,14.0
2013-01-31,California,Alameda,39.0,11.0,4.0,17.0
2013-01-31,California,Contra Costa,25.666666666666668,24.666666666666668,2.333333333333333,6.333333333333333
2013-01-31,California,Fresno,30.0,25.0,1.0,16.0
2013-01-31,California,Humboldt,6.0,15.0,0.0,4.0
2013-01-31,California,Imperial,41.0,34.0,1.0,27.0
2013-01-31,California,Los Angeles,46.25,15.25,3.5,16.75
2013-01-31,California,Orange,45.0,14.0,1.0,13.0
2013-01-31,California,Riverside,29.0,28.0,1.0,11.5
2013-01-31,California,Sacramento,37.0,27.0,0.0,16.0
2013-01-31,California,San Bernardino,42.0,31.0,3.0,7.0
2013-01-31,California,San Diego,40.0,20.0,0.0,9.0
