Year,Zip_Code,Number of Visits,Age-adjusted rate,Age_Group,County
2015,94928,40.0,49.6,1,SONOMA
2015,94941,15.0,20.1,1,MARIN
2015,94945,14.0,44.8,1,MARIN
2015,94947,20.0,41.3,1,MARIN
2015,94949,21.0,47.3,1,MARIN
2015,94952,38.0,58.6,1,SONOMA
2015,94954,43.0,49.7,1,SONOMA
2015,95008,27.0,26.7,1,SANTA CLARA
2015,95012,41.0,123.9,1,MONTEREY
2015,95014,27.0,15.8,1,SANTA CLARA
2015,95019,25.0,98.1,1,SANTA CRUZ
2015,95020,121.0,68.4,1,SANTA CLARA
2015,95023,103.0,73.4,1,SAN BENITO
2015,95032,18.0,36.0,1,SANTA CLARA
2015,95035,64.0,38.8,1,SANTA CLARA
2015,95037,39.0,30.7,1,SANTA CLARA
2015,95050,33.0,40.7,1,SANTA CLARA
2015,95051,35.0,24.9,1,SANTA CLARA
2015,95054,22.0,35.0,1,SANTA CLARA
2015,95060,14.0,19.6,1,SANTA CRUZ
2015,95062,17.0,27.5,1,SANTA CRUZ
2015,95076,234.0,93.8,1,SANTA CRUZ
2015,95110,31.0,67.7,1,SANTA CLARA
2015,95111,116.0,72.6,1,SANTA CLARA
2015,95112,57.0,52.7,1,SANTA CLARA
2015,95116,140.0,88.4,1,SANTA CLARA
2015,95117,34.0,49.4,1,SANTA CLARA
2015,95118,36.0,44.6,1,SANTA CLARA
2015,95119,16.0,66.4,1,SANTA CLARA
2015,95120,27.0,27.2,1,SANTA CLARA
2015,95121,64.0,64.1,1,SANTA CLARA
2015,95122,133.0,78.3,1,SANTA CLARA
2015,95123,83.0,55.0,1,SANTA CLARA
2015,95124,42.0,34.6,1,SANTA CLARA
2015,95125,37.0,29.6,1,SANTA CLARA
2015,95126,33.0,47.8,1,SANTA CLARA
2015,95127,114.0,68.6,1,SANTA CLARA
2015,95128,38.0,41.1,1,SANTA CLARA
2015,95129,17.0,18.2,1,SANTA CLARA
2015,95130,12.0,35.6,1,SANTA CLARA
2015,95131,30.0,40.5,1,SANTA CLARA
2015,95132,30.0,32.7,1,SANTA CLARA
2015,95133,30.0,43.5,1,SANTA CLARA
2015,95134,18.0,51.6,1,SANTA CLARA
2015,95135,12.0,24.4,1,SANTA CLARA
2015,95136,47.0,42.4,1,SANTA CLARA
2015,95138,16.0,25.0,1,SANTA CLARA
2015,95148,43.0,39.1,1,SANTA CLARA
2015,95202,38.0,243.8,1,SAN JOAQUIN
2015,95203,76.0,153.8,1,SAN JOAQUIN
2015,95204,73.0,113.2,1,SAN JOAQUIN
2015,95205,149.0,111.3,1,SAN JOAQUIN
2015,95206,261.0,123.8,1,SAN JOAQUIN
2015,95207,154.0,120.7,1,SAN JOAQUIN
2015,95209,73.0,67.3,1,SAN JOAQUIN
2015,95210,121.0,102.5,1,SAN JOAQUIN
2015,95212,60.0,75.7,1,SAN JOAQUIN
2015,95215,37.0,56.1,1,SAN JOAQUIN
2015,95219,32.0,48.7,1,SAN JOAQUIN
2015,95240,98.0,74.4,1,SAN JOAQUIN
2015,95242,34.0,58.9,1,SAN JOAQUIN
2015,95301,114.0,103.9,1,MERCED
2015,95304,19.0,54.3,1,SAN JOAQUIN
2015,95307,82.0,64.6,1,STANISLAUS
2015,95315,40.0,92.0,1,MERCED
2015,95320,20.0,66.6,1,SAN JOAQUIN
2015,95322,42.0,155.4,1,MERCED
2015,95324,13.0,71.7,1,MERCED
2015,95326,15.0,53.8,1,STANISLAUS
2015,95328,17.0,94.0,1,STANISLAUS
2015,95330,68.0,109.3,1,SAN JOAQUIN
2015,95334,40.0,84.5,1,MERCED
2015,95336,153.0,137.0,1,SAN JOAQUIN
2015,95337,112.0,114.7,1,SAN JOAQUIN
2015,95340,185.0,205.3,1,MERCED
2015,95341,196.0,162.0,1,MERCED
2015,95348,116.0,126.1,1,MERCED
2015,95350,130.0,113.2,1,STANISLAUS
2015,95351,185.0,125.0,1,STANISLAUS
2015,95354,63.0,95.7,1,STANISLAUS
2015,95355,112.0,80.4,1,STANISLAUS
2015,95356,57.0,73.4,1,STANISLAUS
2015,95357,24.0,73.1,1,STANISLAUS
2015,95358,93.0,97.2,1,STANISLAUS
2015,95360,31.0,85.4,1,STANISLAUS
2015,95361,77.0,97.8,1,STANISLAUS
2015,95363,62.0,81.6,1,STANISLAUS
2015,95366,30.0,71.2,1,SAN JOAQUIN
2015,95367,55.0,78.5,1,STANISLAUS
2015,95368,33.0,82.0,1,STANISLAUS
2015,95370,23.0,49.0,1,TUOLUMNE
2015,95376,139.0,99.8,1,SAN JOAQUIN
2015,95377,44.0,43.4,1,SAN JOAQUIN
2015,95380,117.0,98.7,1,STANISLAUS
2015,95382,37.0,42.6,1,STANISLAUS
2015,95386,15.0,52.4,1,STANISLAUS
2015,95388,46.0,105.7,1,MERCED
2015,95391,28.0,59.3,1,SAN JOAQUIN
2015,95401,59.0,68.9,1,SONOMA
2015,95403,84.0,79.6,1,SONOMA
2015,95404,43.0,49.0,1,SONOMA
2015,95405,20.0,48.1,1,SONOMA
2015,95407,85.0,75.4,1,SONOMA
2015,95409,30.0,65.0,1,SONOMA
2015,95422,42.0,106.1,1,LAKE
2015,95425,14.0,57.6,1,SONOMA
2015,95437,30.0,103.7,1,MENDOCINO
2015,95448,12.0,33.5,1,SONOMA
2015,95451,18.0,80.8,1,LAKE
2015,95453,18.0,84.6,1,LAKE
2015,95472,13.0,30.7,1,SONOMA
2015,95476,31.0,43.1,1,SONOMA
2015,95482,62.0,81.5,1,MENDOCINO
2015,95490,14.0,49.5,1,MENDOCINO
2015,95492,27.0,39.5,1,SONOMA
2015,95501,34.0,71.4,1,HUMBOLDT
2015,95503,19.0,39.9,1,HUMBOLDT
2015,95519,20.0,49.2,1,HUMBOLDT
2015,95521,15.0,58.6,1,HUMBOLDT
2015,95531,44.0,92.2,1,DEL NORTE
2015,95540,26.0,87.6,1,HUMBOLDT
2015,95602,20.0,63.8,1,PLACER
2015,95603,17.0,34.7,1,PLACER
2015,95605,38.0,100.1,1,YOLO
2015,95608,125.0,114.5,1,SACRAMENTO
2015,95610,74.0,75.9,1,SACRAMENTO
2015,95616,15.0,28.9,1,YOLO
2015,95618,19.0,35.7,1,YOLO
2015,95620,49.0,88.7,1,SOLANO
2015,95621,56.0,62.9,1,SACRAMENTO
2015,95624,94.0,58.6,1,SACRAMENTO
2015,95628,34.0,45.7,1,SACRAMENTO
2015,95630,63.0,35.6,1,SACRAMENTO
2015,95632,32.0,41.0,1,SACRAMENTO
2015,95648,35.0,27.3,1,PLACER
2015,95660,101.0,112.3,1,SACRAMENTO
2015,95661,35.0,55.8,1,PLACER
2015,95662,39.0,58.4,1,SACRAMENTO
2015,95667,33.0,38.9,1,EL DORADO
2015,95670,101.0,79.8,1,SACRAMENTO
2015,95673,34.0,86.3,1,SACRAMENTO
2015,95677,34.0,69.8,1,PLACER
2015,95678,34.0,33.8,1,PLACER
2015,95682,25.0,37.8,1,EL DORADO
2015,95687,114.0,86.4,1,SOLANO
2015,95688,103.0,124.7,1,SOLANO
2015,95691,77.0,76.8,1,YOLO
2015,95694,12.0,56.7,1,YOLO
2015,95695,59.0,63.2,1,YOLO
2015,95742,22.0,65.0,1,SACRAMENTO
2015,95746,15.0,35.8,1,PLACER
2015,95747,68.0,42.3,1,PLACER
2015,95757,75.0,57.5,1,SACRAMENTO
2015,95758,108.0,66.5,1,SACRAMENTO
2015,95762,25.0,24.9,1,EL DORADO
2015,95765,34.0,33.8,1,PLACER
2015,95776,47.0,68.9,1,YOLO
2015,95815,127.0,185.0,1,SACRAMENTO
2015,95817,54.0,181.5,1,SACRAMENTO
2015,95818,46.0,110.6,1,SACRAMENTO
2015,95820,114.0,118.3,1,SACRAMENTO
2015,95821,106.0,149.1,1,SACRAMENTO
2015,95822,134.0,122.0,1,SACRAMENTO
2015,95823,319.0,143.0,1,SACRAMENTO
2015,95824,117.0,126.5,1,SACRAMENTO
2015,95825,110.0,179.9,1,SACRAMENTO
2015,95826,58.0,80.8,1,SACRAMENTO
2015,95827,38.0,80.4,1,SACRAMENTO
2015,95828,165.0,103.4,1,SACRAMENTO
2015,95829,39.0,51.0,1,SACRAMENTO
2015,95831,45.0,60.5,1,SACRAMENTO
2015,95832,51.0,131.2,1,SACRAMENTO
2015,95833,98.0,98.1,1,SACRAMENTO
2015,95834,89.0,106.8,1,SACRAMENTO
2015,95835,60.0,62.9,1,SACRAMENTO
2015,95838,161.0,134.2,1,SACRAMENTO
2015,95841,73.0,153.7,1,SACRAMENTO
2015,95842,103.0,109.6,1,SACRAMENTO
2015,95843,84.0,66.6,1,SACRAMENTO
2015,95864,39.0,82.9,1,SACRAMENTO
2015,95901,57.0,63.6,1,YUBA
2015,95926,37.0,59.4,1,BUTTE
2015,95928,30.0,45.5,1,BUTTE
2015,95932,16.0,72.3,1,COLUSA
2015,95945,38.0,88.1,1,NEVADA
2015,95948,23.0,78.8,1,BUTTE
2015,95953,16.0,52.4,1,SUTTER
2015,95954,14.0,68.3,1,BUTTE
2015,95961,56.0,64.2,1,YUBA
2015,95963,18.0,40.9,1,GLENN
2015,95965,41.0,83.5,1,BUTTE
2015,95966,63.0,98.3,1,BUTTE
2015,95969,35.0,76.4,1,BUTTE
2015,95973,44.0,56.0,1,BUTTE
2015,95987,17.0,82.7,1,COLUSA
2015,95988,14.0,61.1,1,GLENN
2015,95991,68.0,58.2,1,SUTTER
2015,95993,19.0,22.0,1,SUTTER
2015,96001,67.0,95.7,1,SHASTA
2015,96002,57.0,72.5,1,SHASTA
2015,96003,64.0,70.2,1,SHASTA
2015,96007,37.0,71.3,1,SHASTA
2015,96019,20.0,88.7,1,SHASTA
2015,96021,32.0,68.2,1,TEHAMA
2015,96022,14.0,43.8,1,SHASTA
2015,96080,84.0,124.4,1,TEHAMA
2015,96130,23.0,63.0,1,LASSEN
2016,90001,197.0,97.8,1,LOS ANGELES
2016,90002,235.0,127.8,1,LOS ANGELES
2016,90003,335.0,139.8,1,LOS ANGELES
2016,90004,127.0,95.3,1,LOS ANGELES
2016,90005,64.0,79.7,1,LOS ANGELES
2016,90006,133.0,88.8,1,LOS ANGELES
2016,90007,84.0,113.5,1,LOS ANGELES
2016,90008,120.0,159.9,1,LOS ANGELES
2016,90011,422.0,113.5,1,LOS ANGELES
2016,90012,18.0,54.7,1,LOS ANGELES
2016,90015,53.0,124.3,1,LOS ANGELES
2016,90016,156.0,131.9,1,LOS ANGELES
2016,90017,76.0,122.1,1,LOS ANGELES
2016,90018,144.0,112.8,1,LOS ANGELES
2016,90019,155.0,114.7,1,LOS ANGELES
2016,90020,67.0,89.3,1,LOS ANGELES
2016,90022,175.0,88.5,1,LOS ANGELES
2016,90023,160.0,106.8,1,LOS ANGELES
2016,90025,16.0,25.7,1,LOS ANGELES
2016,90026,138.0,100.6,1,LOS ANGELES
2016,90027,33.0,57.7,1,LOS ANGELES
2016,90028,38.0,133.0,1,LOS ANGELES
2016,90029,88.0,110.6,1,LOS ANGELES
2016,90031,96.0,94.1,1,LOS ANGELES
2016,90032,93.0,79.0,1,LOS ANGELES
2016,90033,143.0,97.7,1,LOS ANGELES
2016,90034,42.0,42.3,1,LOS ANGELES
2016,90035,32.0,53.4,1,LOS ANGELES
2016,90036,34.0,49.9,1,LOS ANGELES
2016,90037,278.0,145.2,1,LOS ANGELES
2016,90038,62.0,113.8,1,LOS ANGELES
2016,90039,26.0,50.1,1,LOS ANGELES
2016,90040,30.0,82.9,1,LOS ANGELES
2016,90041,33.0,64.7,1,LOS ANGELES
2016,90042,90.0,58.6,1,LOS ANGELES
2016,90043,203.0,201.2,1,LOS ANGELES
2016,90044,438.0,152.0,1,LOS ANGELES
2016,90045,33.0,46.1,1,LOS ANGELES
2016,90046,17.0,40.4,1,LOS ANGELES
2016,90047,201.0,164.6,1,LOS ANGELES
2016,90057,109.0,108.5,1,LOS ANGELES
2016,90059,256.0,171.9,1,LOS ANGELES
2016,90061,156.0,177.2,1,LOS ANGELES
2016,90062,161.0,189.3,1,LOS ANGELES
2016,90063,143.0,82.5,1,LOS ANGELES
2016,90064,24.0,46.9,1,LOS ANGELES
2016,90065,84.0,78.1,1,LOS ANGELES
2016,90066,45.0,42.4,1,LOS ANGELES
2016,90068,12.0,48.2,1,LOS ANGELES
2016,90201,216.0,66.5,1,LOS ANGELES
2016,90220,211.0,140.3,1,LOS ANGELES
2016,90221,209.0,116.3,1,LOS ANGELES
2016,90222,159.0,152.8,1,LOS ANGELES
2016,90230,39.0,58.0,1,LOS ANGELES
2016,90232,12.0,43.8,1,LOS ANGELES
2016,90240,40.0,66.0,1,LOS ANGELES
2016,90241,66.0,57.6,1,LOS ANGELES
2016,90242,72.0,65.8,1,LOS ANGELES
2016,90245,13.0,42.4,1,LOS ANGELES
2016,90247,151.0,131.2,1,LOS ANGELES
2016,90248,19.0,94.8,1,LOS ANGELES
2016,90249,78.0,124.4,1,LOS ANGELES
2016,90250,271.0,106.0,1,LOS ANGELES
2016,90255,170.0,73.9,1,LOS ANGELES
2016,90260,86.0,95.9,1,LOS ANGELES
2016,90262,215.0,95.8,1,LOS ANGELES
2016,90266,18.0,24.2,1,LOS ANGELES
2016,90270,56.0,64.2,1,LOS ANGELES
2016,90275,16.0,18.4,1,LOS ANGELES
2016,90277,21.0,37.6,1,LOS ANGELES
2016,90278,35.0,36.3,1,LOS ANGELES
2016,90280,193.0,68.3,1,LOS ANGELES
2016,90291,26.0,66.4,1,LOS ANGELES
2016,90301,117.0,122.4,1,LOS ANGELES
2016,90302,66.0,87.8,1,LOS ANGELES
2016,90303,88.0,121.3,1,LOS ANGELES
2016,90304,82.0,91.5,1,LOS ANGELES
2016,90305,48.0,174.0,1,LOS ANGELES
2016,90404,16.0,52.9,1,LOS ANGELES
2016,90405,24.0,65.1,1,LOS ANGELES
2016,90501,87.0,82.7,1,LOS ANGELES
2016,90502,35.0,94.8,1,LOS ANGELES
2016,90503,41.0,44.6,1,LOS ANGELES
2016,90504,31.0,48.9,1,LOS ANGELES
2016,90505,37.0,50.7,1,LOS ANGELES
2016,90601,42.0,54.8,1,LOS ANGELES
2016,90602,65.0,96.6,1,LOS ANGELES
2016,90603,22.0,50.1,1,LOS ANGELES
2016,90604,86.0,85.3,1,LOS ANGELES
2016,90605,89.0,86.2,1,LOS ANGELES
2016,90606,73.0,87.8,1,LOS ANGELES
2016,90620,67.0,68.0,1,ORANGE
2016,90621,45.0,48.2,1,ORANGE
2016,90623,19.0,64.3,1,ORANGE
2016,90630,41.0,42.3,1,ORANGE
2016,90631,95.0,56.3,1,ORANGE
2016,90638,53.0,55.2,1,LOS ANGELES
2016,90640,132.0,84.6,1,LOS ANGELES
2016,90650,207.0,75.6,1,LOS ANGELES
2016,90660,115.0,72.1,1,LOS ANGELES
2016,90670,25.0,71.8,1,LOS ANGELES
2016,90680,45.0,55.7,1,ORANGE
2016,90701,23.0,69.0,1,LOS ANGELES
2016,90703,40.0,48.3,1,LOS ANGELES
2016,90706,165.0,80.2,1,LOS ANGELES
2016,90710,62.0,101.4,1,LOS ANGELES
2016,90712,44.0,62.9,1,LOS ANGELES
2016,90713,20.0,31.8,1,LOS ANGELES
2016,90715,38.0,80.5,1,LOS ANGELES
2016,90716,34.0,78.6,1,LOS ANGELES
2016,90717,33.0,70.8,1,LOS ANGELES
2016,90723,136.0,81.5,1,LOS ANGELES
2016,90731,167.0,111.6,1,LOS ANGELES
2016,90732,24.0,55.7,1,LOS ANGELES
2016,90744,160.0,95.2,1,LOS ANGELES
2016,90745,122.0,95.1,1,LOS ANGELES
2016,90746,78.0,162.3,1,LOS ANGELES
2016,90755,20.0,70.9,1,LOS ANGELES
2016,90802,61.0,88.7,1,LOS ANGELES
2016,90804,93.0,96.8,1,LOS ANGELES
2016,90805,359.0,127.4,1,LOS ANGELES
2016,90806,124.0,99.3,1,LOS ANGELES
2016,90807,52.0,79.1,1,LOS ANGELES
2016,90808,25.0,32.4,1,LOS ANGELES
2016,90810,107.0,105.6,1,LOS ANGELES
2016,90813,219.0,116.3,1,LOS ANGELES
2016,90814,13.0,44.4,1,LOS ANGELES
2016,90815,20.0,26.8,1,LOS ANGELES
2016,91001,47.0,60.0,1,LOS ANGELES
2016,91006,28.0,43.3,1,LOS ANGELES
2016,91007,27.0,45.6,1,LOS ANGELES
2016,91010,46.0,79.6,1,LOS ANGELES
2016,91011,15.0,32.8,1,LOS ANGELES
2016,91016,57.0,61.8,1,LOS ANGELES
2016,91030,23.0,46.0,1,LOS ANGELES
2016,91040,28.0,73.0,1,LOS ANGELES
2016,91042,25.0,46.2,1,LOS ANGELES
2016,91101,13.0,53.6,1,LOS ANGELES
2016,91103,40.0,55.9,1,LOS ANGELES
2016,91104,46.0,57.4,1,LOS ANGELES
2016,91106,14.0,35.4,1,LOS ANGELES
2016,91107,36.0,54.7,1,LOS ANGELES
2016,91201,25.0,63.3,1,LOS ANGELES
2016,91202,14.0,33.1,1,LOS ANGELES
2016,91204,27.0,88.1,1,LOS ANGELES
2016,91205,67.0,101.8,1,LOS ANGELES
2016,91206,26.0,46.8,1,LOS ANGELES
2016,91214,17.0,30.7,1,LOS ANGELES
2016,91302,16.0,26.7,1,LOS ANGELES
2016,91303,93.0,133.3,1,LOS ANGELES
2016,91304,122.0,104.6,1,LOS ANGELES
2016,91306,154.0,144.1,1,LOS ANGELES
2016,91307,37.0,72.6,1,LOS ANGELES
2016,91311,65.0,94.2,1,LOS ANGELES
2016,91316,29.0,59.6,1,LOS ANGELES
2016,91320,22.0,20.7,1,VENTURA
2016,91321,70.0,77.5,1,LOS ANGELES
2016,91324,46.0,84.1,1,LOS ANGELES
2016,91325,56.0,86.7,1,LOS ANGELES
2016,91326,19.0,27.4,1,LOS ANGELES
2016,91331,324.0,104.6,1,LOS ANGELES
2016,91335,179.0,103.9,1,LOS ANGELES
2016,91340,100.0,93.9,1,LOS ANGELES
2016,91342,211.0,83.6,1,LOS ANGELES
2016,91343,187.0,117.5,1,LOS ANGELES
2016,91344,88.0,87.2,1,LOS ANGELES
2016,91345,41.0,92.3,1,LOS ANGELES
2016,91350,26.0,31.1,1,LOS ANGELES
2016,91351,50.0,58.9,1,LOS ANGELES
2016,91352,117.0,92.2,1,LOS ANGELES
2016,91354,29.0,34.6,1,LOS ANGELES
2016,91355,31.0,41.6,1,LOS ANGELES
2016,91356,34.0,57.6,1,LOS ANGELES
2016,91360,36.0,42.5,1,VENTURA
2016,91362,16.0,21.8,1,VENTURA
2016,91364,17.0,33.3,1,LOS ANGELES
2016,91367,41.0,51.9,1,LOS ANGELES
2016,91381,14.0,24.8,1,LOS ANGELES
2016,91384,17.0,27.5,1,LOS ANGELES
2016,91387,64.0,54.5,1,LOS ANGELES
2016,91401,74.0,83.3,1,LOS ANGELES
2016,91402,243.0,117.0,1,LOS ANGELES
2016,91403,14.0,35.9,1,LOS ANGELES
2016,91405,164.0,128.5,1,LOS ANGELES
2016,91406,160.0,127.3,1,LOS ANGELES
2016,91411,66.0,120.1,1,LOS ANGELES
2016,91423,21.0,38.3,1,LOS ANGELES
2016,91501,13.0,33.9,1,LOS ANGELES
2016,91502,13.0,66.4,1,LOS ANGELES
2016,91504,43.0,88.6,1,LOS ANGELES
2016,91505,24.0,42.3,1,LOS ANGELES
2016,91506,15.0,45.0,1,LOS ANGELES
2016,91601,57.0,85.6,1,LOS ANGELES
2016,91604,15.0,30.4,1,LOS ANGELES
2016,91605,127.0,88.6,1,LOS ANGELES
2016,91606,132.0,129.7,1,LOS ANGELES
2016,91607,29.0,52.6,1,LOS ANGELES
2016,91701,34.0,41.7,1,SAN BERNARDINO
2016,91702,171.0,104.1,1,LOS ANGELES
2016,91706,190.0,88.2,1,LOS ANGELES
2016,91709,69.0,40.2,1,SAN BERNARDINO
2016,91710,133.0,67.0,1,SAN BERNARDINO
2016,91711,34.0,52.9,1,LOS ANGELES
2016,91722,69.0,79.8,1,LOS ANGELES
2016,91723,32.0,70.4,1,LOS ANGELES
2016,91724,30.0,53.0,1,LOS ANGELES
2016,91730,96.0,58.4,1,SAN BERNARDINO
2016,91731,85.0,112.7,1,LOS ANGELES
2016,91732,203.0,117.3,1,LOS ANGELES
2016,91733,139.0,108.0,1,LOS ANGELES
2016,91739,32.0,31.2,1,SAN BERNARDINO
2016,91740,37.0,67.4,1,LOS ANGELES
2016,91741,32.0,62.9,1,LOS ANGELES
2016,91744,241.0,104.7,1,LOS ANGELES
2016,91745,78.0,74.6,1,LOS ANGELES
2016,91746,62.0,72.4,1,LOS ANGELES
2016,91748,36.0,43.3,1,LOS ANGELES
2016,91750,46.0,70.9,1,LOS ANGELES
2016,91752,54.0,56.6,1,RIVERSIDE
2016,91754,48.0,80.8,1,LOS ANGELES
2016,91755,16.0,37.0,1,LOS ANGELES
2016,91761,106.0,67.9,1,SAN BERNARDINO
2016,91762,144.0,88.1,1,SAN BERNARDINO
2016,91763,93.0,86.8,1,SAN BERNARDINO
2016,91764,108.0,64.3,1,SAN BERNARDINO
2016,91765,35.0,41.7,1,LOS ANGELES
2016,91766,200.0,94.0,1,LOS ANGELES
2016,91767,140.0,106.1,1,LOS ANGELES
2016,91768,86.0,96.1,1,LOS ANGELES
2016,91770,77.0,57.7,1,LOS ANGELES
2016,91773,36.0,54.9,1,LOS ANGELES
2016,91775,20.0,39.6,1,LOS ANGELES
2016,91776,48.0,67.7,1,LOS ANGELES
2016,91780,36.0,56.2,1,LOS ANGELES
2016,91784,14.0,26.6,1,SAN BERNARDINO
2016,91786,115.0,91.5,1,SAN BERNARDINO
2016,91789,37.0,52.2,1,LOS ANGELES
2016,91790,91.0,80.4,1,LOS ANGELES
2016,91791,44.0,61.8,1,LOS ANGELES
2016,91792,45.0,67.1,1,LOS ANGELES
2016,91801,56.0,59.2,1,LOS ANGELES
2016,91803,26.0,44.5,1,LOS ANGELES
2016,91901,15.0,42.8,1,SAN DIEGO
2016,91910,133.0,72.4,1,SAN DIEGO
2016,91911,188.0,85.5,1,SAN DIEGO
2016,91913,48.0,35.1,1,SAN DIEGO
2016,91915,27.0,31.3,1,SAN DIEGO
2016,91932,54.0,84.6,1,SAN DIEGO
2016,91941,35.0,46.6,1,SAN DIEGO
2016,91942,38.0,49.9,1,SAN DIEGO
2016,91945,48.0,74.9,1,SAN DIEGO
2016,91950,158.0,103.0,1,SAN DIEGO
2016,91977,138.0,88.6,1,SAN DIEGO
2016,91978,13.0,59.9,1,SAN DIEGO
2016,92008,15.0,30.1,1,SAN DIEGO
2016,92009,26.0,23.3,1,SAN DIEGO
2016,92011,14.0,25.2,1,SAN DIEGO
2016,92019,35.0,39.4,1,SAN DIEGO
2016,92020,98.0,65.2,1,SAN DIEGO
2016,92021,95.0,59.0,1,SAN DIEGO
2016,92024,19.0,17.9,1,SAN DIEGO
2016,92025,74.0,51.8,1,SAN DIEGO
2016,92026,41.0,33.8,1,SAN DIEGO
2016,92027,68.0,44.3,1,SAN DIEGO
2016,92028,42.0,38.1,1,SAN DIEGO
2016,92037,18.0,28.9,1,SAN DIEGO
2016,92040,46.0,46.6,1,SAN DIEGO
2016,92054,39.0,34.8,1,SAN DIEGO
2016,92056,45.0,40.8,1,SAN DIEGO
2016,92057,59.0,40.5,1,SAN DIEGO
2016,92058,38.0,50.7,1,SAN DIEGO
2016,92064,37.0,36.0,1,SAN DIEGO
2016,92065,30.0,36.3,1,SAN DIEGO
2016,92069,53.0,38.6,1,SAN DIEGO
2016,92071,63.0,50.4,1,SAN DIEGO
2016,92078,29.0,24.0,1,SAN DIEGO
2016,92081,17.0,29.6,1,SAN DIEGO
2016,92082,14.0,32.3,1,SAN DIEGO
2016,92083,51.0,47.8,1,SAN DIEGO
2016,92084,41.0,32.0,1,SAN DIEGO
2016,92101,40.0,141.4,1,SAN DIEGO
2016,92102,128.0,106.1,1,SAN DIEGO
2016,92103,15.0,53.3,1,SAN DIEGO
2016,92104,46.0,56.4,1,SAN DIEGO
2016,92105,216.0,98.8,1,SAN DIEGO
2016,92106,12.0,31.1,1,SAN DIEGO
2016,92107,14.0,40.1,1,SAN DIEGO
2016,92108,15.0,71.7,1,SAN DIEGO
2016,92109,13.0,27.4,1,SAN DIEGO
2016,92110,24.0,54.3,1,SAN DIEGO
2016,92111,102.0,98.5,1,SAN DIEGO
2016,92113,244.0,150.4,1,SAN DIEGO
2016,92114,158.0,96.2,1,SAN DIEGO
2016,92115,126.0,106.9,1,SAN DIEGO
2016,92116,38.0,71.7,1,SAN DIEGO
2016,92117,55.0,56.9,1,SAN DIEGO
2016,92118,13.0,37.5,1,SAN DIEGO
2016,92119,22.0,51.0,1,SAN DIEGO
2016,92120,21.0,41.7,1,SAN DIEGO
2016,92122,15.0,24.6,1,SAN DIEGO
2016,92123,60.0,91.1,1,SAN DIEGO
2016,92124,46.0,48.7,1,SAN DIEGO
2016,92126,76.0,49.4,1,SAN DIEGO
2016,92127,38.0,26.6,1,SAN DIEGO
2016,92128,20.0,20.0,1,SAN DIEGO
2016,92129,32.0,25.7,1,SAN DIEGO
2016,92130,21.0,14.3,1,SAN DIEGO
2016,92131,18.0,19.3,1,SAN DIEGO
2016,92139,62.0,68.2,1,SAN DIEGO
2016,92154,163.0,78.2,1,SAN DIEGO
2016,92173,83.0,94.4,1,SAN DIEGO
2016,92201,141.0,75.8,1,RIVERSIDE
2016,92203,27.0,35.7,1,RIVERSIDE
2016,92220,120.0,167.2,1,RIVERSIDE
2016,92223,142.0,100.9,1,RIVERSIDE
2016,92225,62.0,125.7,1,RIVERSIDE
2016,92227,185.0,216.9,1,IMPERIAL
2016,92231,85.0,73.3,1,IMPERIAL
2016,92234,64.0,50.9,1,RIVERSIDE
2016,92236,89.0,56.4,1,RIVERSIDE
2016,92240,84.0,79.7,1,RIVERSIDE
2016,92243,215.0,151.4,1,IMPERIAL
2016,92249,29.0,119.2,1,IMPERIAL
2016,92250,31.0,142.3,1,IMPERIAL
2016,92251,92.0,157.9,1,IMPERIAL
2016,92253,36.0,48.6,1,RIVERSIDE
2016,92254,19.0,36.4,1,RIVERSIDE
2016,92260,17.0,37.3,1,RIVERSIDE
2016,92262,20.0,45.9,1,RIVERSIDE
2016,92274,30.0,41.4,1,RIVERSIDE
2016,92277,28.0,46.9,1,SAN BERNARDINO
2016,92284,42.0,75.0,1,SAN BERNARDINO
2016,92301,121.0,102.9,1,SAN BERNARDINO
2016,92307,102.0,104.2,1,SAN BERNARDINO
2016,92308,109.0,107.5,1,SAN BERNARDINO
2016,92311,198.0,216.4,1,SAN BERNARDINO
2016,92313,28.0,103.1,1,SAN BERNARDINO
2016,92314,16.0,62.6,1,SAN BERNARDINO
2016,92316,95.0,102.7,1,SAN BERNARDINO
2016,92324,163.0,92.9,1,SAN BERNARDINO
2016,92325,14.0,87.6,1,SAN BERNARDINO
2016,92335,232.0,71.5,1,SAN BERNARDINO
2016,92336,120.0,43.8,1,SAN BERNARDINO
2016,92337,93.0,82.9,1,SAN BERNARDINO
2016,92344,31.0,48.1,1,SAN BERNARDINO
2016,92345,173.0,75.2,1,SAN BERNARDINO
2016,92346,146.0,99.5,1,SAN BERNARDINO
2016,92354,32.0,69.8,1,SAN BERNARDINO
2016,92359,19.0,99.3,1,SAN BERNARDINO
2016,92371,12.0,29.7,1,SAN BERNARDINO
2016,92373,49.0,74.0,1,SAN BERNARDINO
2016,92374,72.0,72.5,1,SAN BERNARDINO
2016,92376,217.0,87.5,1,SAN BERNARDINO
2016,92377,38.0,72.3,1,SAN BERNARDINO
2016,92392,150.0,88.5,1,SAN BERNARDINO
2016,92394,111.0,96.6,1,SAN BERNARDINO
2016,92395,131.0,102.3,1,SAN BERNARDINO
2016,92399,57.0,44.6,1,SAN BERNARDINO
2016,92404,245.0,130.3,1,SAN BERNARDINO
