Year,Zip_Code,Number of Visits,Age-adjusted rate,Age_Group,County
2015,92325,50.0,88.8,0,SAN BERNARDINO
2015,92335,340.0,49.8,0,SAN BERNARDINO
2015,92336,186.0,29.6,0,SAN BERNARDINO
2015,92337,82.0,32.3,0,SAN BERNARDINO
2015,92342,26.0,62.6,0,SAN BERNARDINO
2015,92344,47.0,32.8,0,SAN BERNARDINO
2015,92345,395.0,73.5,0,SAN BERNARDINO
2015,92346,139.0,32.3,0,SAN BERNARDINO
2015,92354,41.0,24.7,0,SAN BERNARDINO
2015,92356,53.0,88.0,0,SAN BERNARDINO
2015,92359,21.0,30.9,0,SAN BERNARDINO
2015,92363,51.0,129.9,0,SAN BERNARDINO
2015,92371,72.0,52.7,0,SAN BERNARDINO
2015,92372,16.0,54.4,0,SAN BERNARDINO
2015,92373,63.0,27.4,0,SAN BERNARDINO
2015,92374,111.0,32.7,0,SAN BERNARDINO
2015,92376,341.0,61.4,0,SAN BERNARDINO
2015,92377,74.0,44.5,0,SAN BERNARDINO
2015,92392,246.0,65.1,0,SAN BERNARDINO
2015,92394,169.0,62.1,0,SAN BERNARDINO
2015,92395,289.0,93.9,0,SAN BERNARDINO
2015,92399,107.0,25.9,0,SAN BERNARDINO
2015,92404,428.0,102.5,0,SAN BERNARDINO
2015,92405,182.0,81.5,0,SAN BERNARDINO
2015,92407,246.0,64.2,0,SAN BERNARDINO
2015,92408,67.0,62.8,0,SAN BERNARDINO
2015,92410,301.0,96.0,0,SAN BERNARDINO
2015,92411,218.0,122.7,0,SAN BERNARDINO
2015,92501,137.0,87.3,0,RIVERSIDE
2015,92503,258.0,39.6,0,RIVERSIDE
2015,92504,208.0,49.5,0,RIVERSIDE
2015,92505,152.0,43.5,0,RIVERSIDE
2015,92506,101.0,30.9,0,RIVERSIDE
2015,92507,207.0,55.3,0,RIVERSIDE
2015,92508,46.0,18.7,0,RIVERSIDE
2015,92509,231.0,40.5,0,RIVERSIDE
2015,92530,182.0,41.6,0,RIVERSIDE
2015,92532,61.0,98.5,0,RIVERSIDE
2015,92543,231.0,107.1,0,RIVERSIDE
2015,92544,144.0,41.7,0,RIVERSIDE
2015,92545,138.0,48.3,0,RIVERSIDE
2015,92548,34.0,56.4,0,RIVERSIDE
2015,92551,114.0,50.8,0,RIVERSIDE
2015,92553,299.0,58.7,0,RIVERSIDE
2015,92555,109.0,44.8,0,RIVERSIDE
2015,92557,123.0,28.0,0,RIVERSIDE
2015,92562,119.0,24.9,0,RIVERSIDE
2015,92563,127.0,28.1,0,RIVERSIDE
2015,92567,20.0,31.1,0,RIVERSIDE
2015,92570,176.0,44.1,0,RIVERSIDE
2015,92571,141.0,37.6,0,RIVERSIDE
2015,92582,35.0,30.2,0,RIVERSIDE
2015,92583,104.0,48.6,0,RIVERSIDE
2015,92584,124.0,39.6,0,RIVERSIDE
2015,92585,37.0,27.5,0,RIVERSIDE
2015,92586,74.0,62.3,0,RIVERSIDE
2015,92587,30.0,15.3,0,RIVERSIDE
2015,92591,96.0,31.4,0,RIVERSIDE
2015,92592,111.0,19.9,0,RIVERSIDE
2015,92595,77.0,33.0,0,RIVERSIDE
2015,92596,49.0,26.7,0,RIVERSIDE
2015,92602,19.0,15.2,0,ORANGE
2015,92603,18.0,17.6,0,ORANGE
2015,92604,30.0,13.3,0,ORANGE
2015,92606,22.0,13.0,0,ORANGE
2015,92610,12.0,14.6,0,ORANGE
2015,92612,52.0,13.4,0,ORANGE
2015,92614,27.0,16.5,0,ORANGE
2015,92618,44.0,21.4,0,ORANGE
2015,92620,40.0,12.7,0,ORANGE
2015,92624,20.0,35.0,0,ORANGE
2015,92625,17.0,13.5,0,ORANGE
2015,92626,83.0,20.8,0,ORANGE
2015,92627,153.0,32.6,0,ORANGE
2015,92629,39.0,17.4,0,ORANGE
2015,92630,84.0,18.0,0,ORANGE
2015,92637,60.0,31.7,0,ORANGE
2015,92646,101.0,22.4,0,ORANGE
2015,92647,159.0,32.0,0,ORANGE
2015,92648,71.0,19.8,0,ORANGE
2015,92649,42.0,17.1,0,ORANGE
2015,92651,38.0,17.5,0,ORANGE
2015,92653,41.0,17.0,0,ORANGE
2015,92655,42.0,81.1,0,ORANGE
2015,92656,49.0,13.6,0,ORANGE
2015,92660,31.0,14.3,0,ORANGE
2015,92663,33.0,16.9,0,ORANGE
2015,92672,67.0,21.6,0,ORANGE
2015,92673,43.0,20.5,0,ORANGE
2015,92675,41.0,13.3,0,ORANGE
2015,92677,80.0,17.0,0,ORANGE
2015,92679,22.0,8.8,0,ORANGE
2015,92683,235.0,31.0,0,ORANGE
2015,92688,35.0,13.2,0,ORANGE
2015,92691,95.0,24.6,0,ORANGE
2015,92692,53.0,11.0,0,ORANGE
2015,92694,15.0,8.2,0,ORANGE
2015,92701,163.0,49.5,0,ORANGE
2015,92703,144.0,50.9,0,ORANGE
2015,92704,168.0,25.2,0,ORANGE
2015,92705,59.0,39.8,0,ORANGE
2015,92706,86.0,19.1,0,ORANGE
2015,92707,125.0,28.5,0,ORANGE
2015,92708,113.0,23.9,0,ORANGE
2015,92780,74.0,15.0,0,ORANGE
2015,92782,25.0,16.1,0,ORANGE
2015,92801,163.0,36.3,0,ORANGE
2015,92802,97.0,30.7,0,ORANGE
2015,92804,229.0,35.1,0,ORANGE
2015,92805,177.0,34.4,0,ORANGE
2015,92806,130.0,42.5,0,ORANGE
2015,92807,50.0,18.6,0,ORANGE
2015,92808,17.0,10.6,0,ORANGE
2015,92821,78.0,24.7,0,ORANGE
2015,92831,82.0,27.6,0,ORANGE
2015,92832,89.0,46.3,0,ORANGE
2015,92833,138.0,33.4,0,ORANGE
2015,92835,49.0,25.7,0,ORANGE
2015,92840,147.0,35.8,0,ORANGE
2015,92841,80.0,30.4,0,ORANGE
2015,92843,152.0,43.3,0,ORANGE
2015,92844,57.0,29.8,0,ORANGE
2015,92845,28.0,21.9,0,ORANGE
2015,92860,49.0,21.4,0,RIVERSIDE
2015,92865,33.0,20.2,0,ORANGE
2015,92866,47.0,36.7,0,ORANGE
2015,92867,55.0,16.1,0,ORANGE
2015,92868,59.0,18.5,0,ORANGE
2015,92869,59.0,21.1,0,ORANGE
2015,92870,129.0,32.1,0,ORANGE
2015,92879,128.0,36.2,0,RIVERSIDE
2015,92880,112.0,28.1,0,RIVERSIDE
2015,92881,39.0,18.4,0,RIVERSIDE
2015,92882,136.0,27.4,0,RIVERSIDE
2015,92883,44.0,20.2,0,RIVERSIDE
2015,92886,67.0,18.6,0,ORANGE
2015,92887,26.0,16.2,0,ORANGE
2015,93001,94.0,37.4,0,VENTURA
2015,93003,90.0,20.4,0,VENTURA
2015,93004,58.0,25.4,0,VENTURA
2015,93010,102.0,29.2,0,VENTURA
2015,93012,42.0,13.3,0,VENTURA
2015,93013,31.0,24.4,0,SANTA BARBARA
2015,93015,34.0,27.3,0,VENTURA
2015,93021,45.0,17.8,0,VENTURA
2015,93022,17.0,55.5,0,VENTURA
2015,93023,35.0,19.2,0,VENTURA
2015,93030,233.0,45.6,0,VENTURA
2015,93033,159.0,27.1,0,VENTURA
2015,93035,62.0,34.7,0,VENTURA
2015,93036,68.0,21.4,0,VENTURA
2015,93041,59.0,51.0,0,VENTURA
2015,93060,70.0,28.9,0,VENTURA
2015,93063,122.0,29.5,0,VENTURA
2015,93065,139.0,24.8,0,VENTURA
2015,93101,91.0,36.9,0,SANTA BARBARA
2015,93103,71.0,40.7,0,SANTA BARBARA
2015,93105,38.0,21.9,0,SANTA BARBARA
2015,93109,16.0,14.1,0,SANTA BARBARA
2015,93110,37.0,22.6,0,SANTA BARBARA
2015,93111,40.0,33.8,0,SANTA BARBARA
2015,93117,87.0,21.3,0,SANTA BARBARA
2015,93202,18.0,81.5,0,KINGS
2015,93203,38.0,31.6,0,KERN
2015,93210,57.0,37.4,0,FRESNO
2015,93212,73.0,48.2,0,KINGS
2015,93215,95.0,28.1,0,KERN
2015,93219,17.0,29.5,0,TULARE
2015,93221,28.0,26.5,0,TULARE
2015,93223,36.0,51.0,0,TULARE
2015,93230,361.0,77.2,0,KINGS
2015,93234,21.0,52.8,0,FRESNO
2015,93235,18.0,42.3,0,TULARE
2015,93240,34.0,83.7,0,KERN
2015,93241,29.0,24.9,0,KERN
2015,93245,146.0,60.1,0,KINGS
2015,93247,29.0,22.7,0,TULARE
2015,93250,39.0,46.1,0,KERN
2015,93257,227.0,44.7,0,TULARE
2015,93263,37.0,29.0,0,KERN
2015,93267,19.0,46.6,0,TULARE
2015,93268,44.0,32.8,0,KERN
2015,93270,17.0,44.5,0,TULARE
2015,93274,283.0,57.3,0,TULARE
2015,93277,113.0,29.7,0,TULARE
2015,93280,56.0,29.6,0,KERN
2015,93285,13.0,43.3,0,KERN
2015,93286,20.0,29.0,0,TULARE
2015,93291,159.0,40.8,0,TULARE
2015,93292,100.0,32.8,0,TULARE
2015,93301,131.0,153.4,0,KERN
2015,93304,383.0,106.7,0,KERN
2015,93305,300.0,111.1,0,KERN
2015,93306,240.0,48.9,0,KERN
2015,93307,401.0,71.4,0,KERN
2015,93308,257.0,66.5,0,KERN
2015,93309,256.0,61.5,0,KERN
2015,93311,86.0,25.6,0,KERN
2015,93312,73.0,18.6,0,KERN
2015,93313,123.0,36.9,0,KERN
2015,93314,36.0,19.2,0,KERN
2015,93401,63.0,32.1,0,SAN LUIS OBISPO
2015,93402,42.0,42.7,0,SAN LUIS OBISPO
2015,93405,27.0,10.4,0,SAN LUIS OBISPO
2015,93420,60.0,32.9,0,SAN LUIS OBISPO
2015,93422,63.0,27.7,0,SAN LUIS OBISPO
2015,93433,42.0,42.7,0,SAN LUIS OBISPO
2015,93434,33.0,64.1,0,SANTA BARBARA
2015,93436,149.0,33.6,0,SANTA BARBARA
2015,93442,21.0,23.6,0,SAN LUIS OBISPO
2015,93444,53.0,37.4,0,SAN LUIS OBISPO
2015,93445,19.0,34.5,0,SAN LUIS OBISPO
2015,93446,116.0,37.0,0,SAN LUIS OBISPO
2015,93451,14.0,51.8,0,SAN LUIS OBISPO
2015,93454,146.0,57.6,0,SANTA BARBARA
2015,93455,95.0,31.9,0,SANTA BARBARA
2015,93458,131.0,32.5,0,SANTA BARBARA
2015,93460,16.0,37.3,0,SANTA BARBARA
2015,93463,17.0,24.3,0,SANTA BARBARA
2015,93465,19.0,25.2,0,SAN LUIS OBISPO
2015,93501,36.0,85.6,0,KERN
2015,93505,89.0,81.6,0,KERN
2015,93510,18.0,27.7,0,LOS ANGELES
2015,93514,39.0,37.4,0,INYO
2015,93534,323.0,113.9,0,LOS ANGELES
2015,93535,525.0,101.0,0,LOS ANGELES
2015,93536,198.0,34.0,0,LOS ANGELES
2015,93543,59.0,64.2,0,LOS ANGELES
2015,93546,24.0,35.0,0,MONO
2015,93550,457.0,83.8,0,LOS ANGELES
2015,93551,121.0,32.4,0,LOS ANGELES
2015,93552,149.0,54.0,0,LOS ANGELES
2015,93555,156.0,70.6,0,KERN
2015,93560,76.0,53.4,0,KERN
2015,93561,135.0,50.9,0,KERN
2015,93591,45.0,89.6,0,LOS ANGELES
2015,93609,18.0,47.4,0,FRESNO
2015,93610,47.0,28.7,0,MADERA
2015,93611,76.0,22.7,0,FRESNO
2015,93612,165.0,65.3,0,FRESNO
2015,93614,19.0,17.1,0,MADERA
2015,93618,87.0,43.2,0,TULARE
2015,93619,27.0,10.8,0,FRESNO
2015,93620,68.0,92.8,0,MERCED
2015,93622,26.0,43.1,0,FRESNO
2015,93625,32.0,54.7,0,FRESNO
2015,93630,28.0,21.5,0,FRESNO
2015,93631,49.0,43.2,0,FRESNO
2015,93635,318.0,114.7,0,MERCED
2015,93636,24.0,24.4,0,MADERA
2015,93637,147.0,56.4,0,MADERA
2015,93638,183.0,54.9,0,MADERA
2015,93640,25.0,28.1,0,FRESNO
2015,93644,15.0,16.3,0,MADERA
2015,93646,38.0,62.0,0,FRESNO
2015,93647,37.0,45.7,0,TULARE
2015,93648,76.0,88.0,0,FRESNO
2015,93650,28.0,192.7,0,FRESNO
2015,93654,91.0,42.4,0,FRESNO
2015,93656,12.0,28.8,0,FRESNO
2015,93657,111.0,44.4,0,FRESNO
2015,93662,170.0,77.2,0,FRESNO
2015,93701,86.0,113.4,0,FRESNO
2015,93702,214.0,72.5,0,FRESNO
2015,93703,177.0,81.7,0,FRESNO
2015,93704,114.0,54.4,0,FRESNO
2015,93705,215.0,86.7,0,FRESNO
2015,93706,239.0,87.5,0,FRESNO
2015,93710,130.0,58.4,0,FRESNO
2015,93711,71.0,22.8,0,FRESNO
2015,93720,103.0,31.0,0,FRESNO
2015,93721,33.0,65.3,0,FRESNO
2015,93722,261.0,47.7,0,FRESNO
2015,93723,29.0,46.2,0,FRESNO
2015,93725,94.0,56.8,0,FRESNO
2015,93726,208.0,77.4,0,FRESNO
2015,93727,226.0,43.4,0,FRESNO
2015,93728,93.0,79.2,0,FRESNO
2015,93901,145.0,72.9,0,MONTEREY
2015,93905,231.0,65.2,0,MONTEREY
2015,93906,235.0,55.4,0,MONTEREY
2015,93907,65.0,39.5,0,MONTEREY
2015,93908,17.0,12.6,0,MONTEREY
2015,93926,28.0,45.0,0,MONTEREY
2015,93927,30.0,28.9,0,MONTEREY
2015,93930,24.0,22.5,0,MONTEREY
2015,93933,67.0,36.7,0,MONTEREY
2015,93940,57.0,21.0,0,MONTEREY
2015,93950,35.0,34.2,0,MONTEREY
2015,93955,120.0,46.0,0,MONTEREY
2015,93960,50.0,25.2,0,MONTEREY
2015,94002,31.0,14.3,0,SAN MATEO
2015,94005,18.0,55.3,0,SAN MATEO
2015,94010,55.0,17.3,0,SAN MATEO
2015,94014,198.0,49.8,0,SAN MATEO
2015,94015,231.0,46.1,0,SAN MATEO
2015,94019,38.0,22.9,0,SAN MATEO
2015,94025,62.0,19.6,0,SAN MATEO
2015,94030,57.0,30.8,0,SAN MATEO
2015,94040,50.0,19.0,0,SANTA CLARA
2015,94041,20.0,14.1,0,SANTA CLARA
2015,94043,22.0,10.3,0,SANTA CLARA
2015,94044,110.0,35.1,0,SAN MATEO
2015,94061,90.0,34.2,0,SAN MATEO
2015,94062,30.0,11.9,0,SAN MATEO
2015,94063,159.0,69.6,0,SAN MATEO
2015,94066,156.0,45.7,0,SAN MATEO
2015,94070,37.0,16.1,0,SAN MATEO
2015,94080,244.0,47.5,0,SAN MATEO
2015,94085,35.0,21.9,0,SANTA CLARA
2015,94086,48.0,14.1,0,SANTA CLARA
2015,94087,34.0,8.6,0,SANTA CLARA
2015,94089,46.0,30.0,0,SANTA CLARA
2015,94102,259.0,82.4,0,SAN FRANCISCO
2015,94103,202.0,71.8,0,SAN FRANCISCO
2015,94107,57.0,32.3,0,SAN FRANCISCO
2015,94108,22.0,12.9,0,SAN FRANCISCO
2015,94109,143.0,27.6,0,SAN FRANCISCO
2015,94110,253.0,47.2,0,SAN FRANCISCO
2015,94112,206.0,31.7,0,SAN FRANCISCO
2015,94114,53.0,18.4,0,SAN FRANCISCO
2015,94115,112.0,39.8,0,SAN FRANCISCO
2015,94116,62.0,16.1,0,SAN FRANCISCO
2015,94117,97.0,30.3,0,SAN FRANCISCO
2015,94118,22.0,6.1,0,SAN FRANCISCO
2015,94121,55.0,16.6,0,SAN FRANCISCO
2015,94122,59.0,12.7,0,SAN FRANCISCO
2015,94123,17.0,9.1,0,SAN FRANCISCO
2015,94124,242.0,82.9,0,SAN FRANCISCO
2015,94127,19.0,9.7,0,SAN FRANCISCO
2015,94130,12.0,64.9,0,SAN FRANCISCO
2015,94131,36.0,16.6,0,SAN FRANCISCO
2015,94132,46.0,20.0,0,SAN FRANCISCO
2015,94133,69.0,26.7,0,SAN FRANCISCO
2015,94134,114.0,32.8,0,SAN FRANCISCO
2015,94303,165.0,47.6,0,SANTA CLARA
2015,94306,24.0,9.9,0,SANTA CLARA
2015,94401,101.0,37.9,0,SAN MATEO
2015,94402,42.0,32.4,0,SAN MATEO
2015,94403,100.0,31.0,0,SAN MATEO
2015,94404,41.0,16.7,0,SAN MATEO
2015,94501,208.0,43.3,0,ALAMEDA
2015,94502,17.0,21.1,0,ALAMEDA
2015,94503,75.0,50.7,0,NAPA
2015,94505,27.0,27.6,0,CONTRA COSTA
2015,94506,18.0,11.7,0,CONTRA COSTA
2015,94507,18.0,17.6,0,CONTRA COSTA
2015,94509,641.0,137.4,0,CONTRA COSTA
2015,94510,86.0,41.9,0,SOLANO
2015,94511,20.0,145.7,0,CONTRA COSTA
2015,94513,157.0,36.8,0,CONTRA COSTA
2015,94515,15.0,29.1,0,NAPA
2015,94517,32.0,35.6,0,CONTRA COSTA
2015,94518,72.0,33.3,0,CONTRA COSTA
2015,94519,76.0,48.2,0,CONTRA COSTA
2015,94520,279.0,96.0,0,CONTRA COSTA
2015,94521,120.0,35.4,0,CONTRA COSTA
2015,94523,63.0,21.6,0,CONTRA COSTA
2015,94526,44.0,15.6,0,CONTRA COSTA
2015,94530,45.0,22.1,0,CONTRA COSTA
2015,94531,221.0,70.6,0,CONTRA COSTA
2015,94533,505.0,94.0,0,SOLANO
2015,94534,101.0,34.5,0,SOLANO
2015,94536,193.0,35.2,0,ALAMEDA
2015,94538,178.0,37.7,0,ALAMEDA
2015,94539,65.0,17.9,0,ALAMEDA
2015,94541,353.0,73.8,0,ALAMEDA
2015,94542,46.0,13.9,0,ALAMEDA
2015,94544,490.0,90.1,0,ALAMEDA
2015,94545,179.0,72.9,0,ALAMEDA
2015,94546,162.0,46.9,0,ALAMEDA
2015,94547,62.0,34.1,0,CONTRA COSTA
2015,94549,47.0,29.4,0,CONTRA COSTA
2015,94550,82.0,23.9,0,ALAMEDA
2015,94551,58.0,19.8,0,ALAMEDA
2015,94552,15.0,16.3,0,ALAMEDA
2015,94553,160.0,42.0,0,CONTRA COSTA
2015,94555,84.0,36.5,0,ALAMEDA
2015,94558,189.0,34.7,0,NAPA
2015,94559,69.0,34.0,0,NAPA
2015,94560,179.0,59.7,0,ALAMEDA
2015,94561,162.0,56.7,0,CONTRA COSTA
2015,94564,57.0,37.5,0,CONTRA COSTA
2015,94565,687.0,107.3,0,CONTRA COSTA
2015,94566,57.0,18.0,0,ALAMEDA
2015,94568,82.0,20.5,0,ALAMEDA
2015,94571,38.0,56.6,0,SOLANO
2015,94572,52.0,203.3,0,CONTRA COSTA
2015,94577,202.0,52.6,0,ALAMEDA
2015,94578,212.0,71.6,0,ALAMEDA
2015,94579,88.0,48.2,0,ALAMEDA
2015,94580,126.0,63.6,0,ALAMEDA
2015,94582,47.0,19.6,0,CONTRA COSTA
2015,94583,64.0,27.1,0,CONTRA COSTA
2015,94585,161.0,80.7,0,SOLANO
2015,94587,239.0,46.8,0,ALAMEDA
2015,94590,362.0,145.4,0,SOLANO
2015,94591,295.0,44.0,0,SOLANO
2015,94595,34.0,20.5,0,CONTRA COSTA
2015,94596,46.0,29.0,0,CONTRA COSTA
2015,94597,36.0,20.2,0,CONTRA COSTA
2015,94598,42.0,22.7,0,CONTRA COSTA
2015,94599,13.0,47.1,0,NAPA
2015,94601,389.0,97.8,0,ALAMEDA
2015,94602,118.0,53.7,0,ALAMEDA
2015,94603,364.0,167.5,0,ALAMEDA
2015,94605,432.0,136.8,0,ALAMEDA
2015,94606,184.0,63.6,0,ALAMEDA
2015,94607,240.0,114.6,0,ALAMEDA
2015,94608,252.0,97.0,0,ALAMEDA
2015,94609,142.0,82.7,0,ALAMEDA
2015,94610,69.0,27.7,0,ALAMEDA
2015,94611,76.0,25.5,0,ALAMEDA
2015,94612,103.0,71.5,0,ALAMEDA
2015,94619,109.0,56.5,0,ALAMEDA
2015,94621,295.0,138.3,0,ALAMEDA
2015,94702,89.0,66.8,0,ALAMEDA
2015,94703,87.0,55.1,0,ALAMEDA
2015,94704,32.0,32.3,0,ALAMEDA
2015,94705,21.0,23.8,0,ALAMEDA
2015,94706,27.0,18.2,0,ALAMEDA
2015,94707,18.0,18.5,0,ALAMEDA
2015,94709,13.0,13.5,0,ALAMEDA
2015,94710,36.0,58.7,0,ALAMEDA
2015,94801,264.0,115.2,0,CONTRA COSTA
2015,94803,89.0,44.2,0,CONTRA COSTA
2015,94804,342.0,110.8,0,CONTRA COSTA
2015,94805,62.0,55.7,0,CONTRA COSTA
2015,94806,373.0,81.4,0,CONTRA COSTA
2015,94901,54.0,17.4,0,MARIN
2015,94903,53.0,22.8,0,MARIN
2015,94928,141.0,39.1,0,SONOMA
2015,94931,29.0,40.0,0,SONOMA
2015,94941,30.0,10.9,0,MARIN
2015,94945,35.0,26.0,0,MARIN
2015,94947,67.0,36.2,0,MARIN
2015,94949,38.0,29.0,0,MARIN
2015,94952,85.0,33.0,0,SONOMA
2015,94954,81.0,28.1,0,SONOMA
2015,94965,14.0,13.1,0,MARIN
2015,95003,34.0,16.4,0,SANTA CRUZ
2015,95005,15.0,35.5,0,SANTA CRUZ
2015,95006,13.0,21.1,0,SANTA CRUZ
2015,95008,87.0,24.5,0,SANTA CLARA
2015,95010,20.0,27.8,0,SANTA CRUZ
2015,95012,40.0,65.7,0,MONTEREY
2015,95014,35.0,6.9,0,SANTA CLARA
2015,95019,19.0,36.6,0,SANTA CRUZ
2015,95020,215.0,50.1,0,SANTA CLARA
2015,95023,153.0,41.6,0,SAN BENITO
2015,95030,17.0,17.2,0,SANTA CLARA
2015,95032,20.0,9.7,0,SANTA CLARA
2015,95033,21.0,19.9,0,SANTA CRUZ
2015,95035,119.0,22.5,0,SANTA CLARA
2015,95037,117.0,30.7,0,SANTA CLARA
2015,95045,13.0,34.2,0,SAN BENITO
2015,95046,24.0,52.5,0,SANTA CLARA
2015,95050,63.0,20.9,0,SANTA CLARA
2015,95051,107.0,24.0,0,SANTA CLARA
2015,95054,49.0,28.3,0,SANTA CLARA
2015,95060,84.0,21.4,0,SANTA CRUZ
2015,95062,67.0,25.4,0,SANTA CRUZ
2015,95065,14.0,50.8,0,SANTA CRUZ
2015,95066,12.0,9.6,0,SANTA CRUZ
2015,95070,20.0,6.7,0,SANTA CLARA
2015,95073,24.0,27.3,0,SANTA CRUZ
2015,95076,224.0,39.7,0,SANTA CRUZ
2015,95110,63.0,38.1,0,SANTA CLARA
2015,95111,239.0,62.4,0,SANTA CLARA
2015,95112,291.0,68.2,0,SANTA CLARA
2015,95116,338.0,91.1,0,SANTA CLARA
2015,95117,65.0,28.1,0,SANTA CLARA
2015,95118,76.0,31.0,0,SANTA CLARA
2015,95119,28.0,43.0,0,SANTA CLARA
2015,95120,47.0,19.6,0,SANTA CLARA
2015,95121,108.0,36.6,0,SANTA CLARA
2015,95122,232.0,56.5,0,SANTA CLARA
2015,95123,221.0,47.0,0,SANTA CLARA
2015,95124,94.0,25.6,0,SANTA CLARA
2015,95125,139.0,35.6,0,SANTA CLARA
2015,95126,100.0,38.2,0,SANTA CLARA
2015,95127,188.0,42.1,0,SANTA CLARA
2015,95128,105.0,37.3,0,SANTA CLARA
2015,95129,45.0,15.6,0,SANTA CLARA
2015,95130,26.0,22.7,0,SANTA CLARA
2015,95131,43.0,20.3,0,SANTA CLARA
2015,95132,95.0,27.1,0,SANTA CLARA
2015,95133,74.0,34.9,0,SANTA CLARA
2015,95134,25.0,19.2,0,SANTA CLARA
2015,95135,40.0,20.1,0,SANTA CLARA
2015,95136,113.0,34.6,0,SANTA CLARA
2015,95138,42.0,24.5,0,SANTA CLARA
2015,95148,139.0,41.8,0,SANTA CLARA
2015,95202,119.0,267.5,0,SAN JOAQUIN
2015,95203,127.0,103.8,0,SAN JOAQUIN
2015,95204,115.0,58.5,0,SAN JOAQUIN
2015,95205,215.0,84.0,0,SAN JOAQUIN
2015,95206,306.0,67.7,0,SAN JOAQUIN
2015,95207,252.0,74.1,0,SAN JOAQUIN
2015,95209,128.0,40.0,0,SAN JOAQUIN
2015,95210,168.0,63.3,0,SAN JOAQUIN
2015,95212,53.0,26.1,0,SAN JOAQUIN
2015,95215,73.0,46.6,0,SAN JOAQUIN
2015,95219,54.0,26.5,0,SAN JOAQUIN
2015,95220,15.0,22.4,0,SAN JOAQUIN
2015,95231,16.0,51.7,0,SAN JOAQUIN
2015,95240,150.0,43.5,0,SAN JOAQUIN
2015,95242,35.0,19.2,0,SAN JOAQUIN
2015,95249,28.0,126.0,0,CALAVERAS
2015,95252,50.0,44.2,0,CALAVERAS
2015,95258,22.0,82.6,0,SAN JOAQUIN
2015,95301,123.0,46.3,0,MERCED
2015,95304,37.0,30.9,0,SAN JOAQUIN
2015,95307,127.0,41.2,0,STANISLAUS
2015,95315,43.0,49.1,0,MERCED
2015,95316,18.0,38.9,0,STANISLAUS
2015,95320,37.0,43.1,0,SAN JOAQUIN
2015,95322,45.0,60.6,0,MERCED
2015,95324,13.0,23.3,0,MERCED
2015,95326,19.0,22.9,0,STANISLAUS
2015,95327,41.0,61.5,0,TUOLUMNE
2015,95328,18.0,49.6,0,STANISLAUS
2015,95330,92.0,67.3,0,SAN JOAQUIN
2015,95334,30.0,29.3,0,MERCED
2015,95336,254.0,77.5,0,SAN JOAQUIN
2015,95337,155.0,60.9,0,SAN JOAQUIN
2015,95338,53.0,72.8,0,MARIPOSA
2015,95340,286.0,112.7,0,MERCED
2015,95341,143.0,67.5,0,MERCED
2015,95348,157.0,71.0,0,MERCED
2015,95350,290.0,79.7,0,STANISLAUS
2015,95351,298.0,95.8,0,STANISLAUS
2015,95354,159.0,86.0,0,STANISLAUS
2015,95355,196.0,45.6,0,STANISLAUS
2015,95356,90.0,36.1,0,STANISLAUS
2015,95357,39.0,40.2,0,STANISLAUS
2015,95358,148.0,68.1,0,STANISLAUS
2015,95360,33.0,41.0,0,STANISLAUS
2015,95361,106.0,42.6,0,STANISLAUS
2015,95363,43.0,25.9,0,STANISLAUS
2015,95365,16.0,45.0,0,MERCED
2015,95366,35.0,26.2,0,SAN JOAQUIN
2015,95367,85.0,45.9,0,STANISLAUS
2015,95368,29.0,26.5,0,STANISLAUS
2015,95370,110.0,57.1,0,TUOLUMNE
2015,95376,331.0,87.8,0,SAN JOAQUIN
2015,95377,73.0,40.4,0,SAN JOAQUIN
2015,95380,170.0,58.3,0,STANISLAUS
2015,95382,92.0,33.5,0,STANISLAUS
2015,95386,29.0,46.0,0,STANISLAUS
2015,95388,45.0,50.7,0,MERCED
2015,95391,21.0,28.1,0,SAN JOAQUIN
2015,95401,105.0,37.9,0,SONOMA
2015,95403,128.0,35.9,0,SONOMA
2015,95404,91.0,26.1,0,SONOMA
2015,95405,82.0,44.2,0,SONOMA
2015,95407,127.0,47.4,0,SONOMA
2015,95409,54.0,25.0,0,SONOMA
2015,95422,150.0,116.1,0,LAKE
2015,95423,15.0,68.9,0,LAKE
2015,95425,20.0,21.9,0,SONOMA
2015,95436,20.0,52.8,0,SONOMA
2015,95437,69.0,56.8,0,MENDOCINO
2015,95446,30.0,84.4,0,SONOMA
2015,95448,45.0,34.1,0,SONOMA
2015,95451,38.0,45.6,0,LAKE
2015,95453,45.0,58.0,0,LAKE
2015,95457,27.0,136.0,0,LAKE
2015,95458,20.0,87.3,0,LAKE
2015,95464,16.0,78.4,0,LAKE
2015,95467,18.0,41.3,0,LAKE
2015,95470,18.0,38.4,0,MENDOCINO
2015,95472,54.0,22.4,0,SONOMA
2015,95476,60.0,20.1,0,SONOMA
2015,95482,125.0,54.3,0,MENDOCINO
2015,95490,67.0,68.0,0,MENDOCINO
2015,95492,82.0,38.7,0,SONOMA
2015,95501,172.0,87.3,0,HUMBOLDT
2015,95503,92.0,54.3,0,HUMBOLDT
2015,95519,78.0,56.1,0,HUMBOLDT
2015,95521,71.0,47.2,0,HUMBOLDT
2015,95531,85.0,47.3,0,DEL NORTE
2015,95540,84.0,82.3,0,HUMBOLDT
2015,95562,12.0,64.5,0,HUMBOLDT
2015,95602,74.0,75.3,0,PLACER
